i, t, y, v
712, 3.560000, 3.222708, 13.655635
713, 3.565000, 3.290986, 13.623408
714, 3.570000, 3.359103, 13.590498
715, 3.575000, 3.427055, 13.556907
716, 3.580000, 3.494840, 13.522637
717, 3.585000, 3.562453, 13.487689
718, 3.590000, 3.629892, 13.452064
719, 3.595000, 3.697152, 13.415765
720, 3.600000, 3.764231, 13.378794
721, 3.605000, 3.831125, 13.341151
722, 3.610000, 3.897830, 13.302840
723, 3.615000, 3.964345, 13.263862
724, 3.620000, 4.030664, 13.224218
725, 3.625000, 4.096785, 13.183912
726, 3.630000, 4.162705, 13.142944
727, 3.635000, 4.228419, 13.101317
728, 3.640000, 4.293926, 13.059033
729, 3.645000, 4.359221, 13.016093
730, 3.650000, 4.424302, 12.972501
731, 3.655000, 4.489164, 12.928258
732, 3.660000, 4.553805, 12.883366
733, 3.665000, 4.618222, 12.837828
734, 3.670000, 4.682411, 12.791646
735, 3.675000, 4.746370, 12.744822
736, 3.680000, 4.810094, 12.697358
737, 3.685000, 4.873580, 12.649257
738, 3.690000, 4.936827, 12.600522
739, 3.695000, 4.999829, 12.551153
740, 3.700000, 5.062585, 12.501155
741, 3.705000, 5.125091, 12.450529
742, 3.710000, 5.187344, 12.399278
743, 3.715000, 5.249340, 12.347405
744, 3.720000, 5.311077, 12.294911
745, 3.725000, 5.372552, 12.241801
746, 3.730000, 5.433761, 12.188075
747, 3.735000, 5.494701, 12.133738
748, 3.740000, 5.555370, 12.078791
749, 3.745000, 5.615764, 12.023237
750, 3.750000, 5.675880, 11.967079
751, 3.755000, 5.735715, 11.910320
752, 3.760000, 5.795267, 11.852963
753, 3.765000, 5.854532, 11.795011
754, 3.770000, 5.913507, 11.736465
755, 3.775000, 5.972189, 11.677330
756, 3.780000, 6.030576, 11.617608
757, 3.785000, 6.088664, 11.557303
758, 3.790000, 6.146450, 11.496416
759, 3.795000, 6.203932, 11.434951
760, 3.800000, 6.261107, 11.372912
761, 3.805000, 6.317972, 11.310301
762, 3.810000, 6.374523, 11.247121
763, 3.815000, 6.430759, 11.183376
764, 3.820000, 6.486675, 11.119068
765, 3.825000, 6.542271, 11.054202
766, 3.830000, 6.597542, 10.988779
767, 3.835000, 6.652486, 10.922804
768, 3.840000, 6.707100, 10.856279
769, 3.845000, 6.761381, 10.789208
770, 3.850000, 6.815327, 10.721594
771, 3.855000, 6.868935, 10.653441
772, 3.860000, 6.922202, 10.584751
773, 3.865000, 6.975126, 10.515529
774, 3.870000, 7.027704, 10.445778
775, 3.875000, 7.079933, 10.375501
776, 3.880000, 7.131810, 10.304702
777, 3.885000, 7.183334, 10.233384
778, 3.890000, 7.234501, 10.161550
779, 3.895000, 7.285308, 10.089205
780, 3.900000, 7.335754, 10.016352
781, 3.905000, 7.385836, 9.942995
782, 3.910000, 7.435551, 9.869136
783, 3.915000, 7.484897, 9.794781
784, 3.920000, 7.533871, 9.719932
785, 3.925000, 7.582470, 9.644593
786, 3.930000, 7.630693, 9.568768
787, 3.935000, 7.678537, 9.492461
788, 3.940000, 7.725999, 9.415676
789, 3.945000, 7.773078, 9.338416
790, 3.950000, 7.819770, 9.260685
791, 3.955000, 7.866073, 9.182488
792, 3.960000, 7.911986, 9.103827
793, 3.965000, 7.957505, 9.024707
794, 3.970000, 8.002628, 8.945132
795, 3.975000, 8.047354, 8.865106
796, 3.980000, 8.091680, 8.784632
797, 3.985000, 8.135603, 8.703715
798, 3.990000, 8.179121, 8.622359
799, 3.995000, 8.222233, 8.540568
800, 4.000000, 8.264936, 8.458346
801, 4.005000, 8.307228, 8.375696
802, 4.010000, 8.349106, 8.292624
803, 4.015000, 8.390569, 8.209133
804, 4.020000, 8.431615, 8.125227
805, 4.025000, 8.472241, 8.040911
806, 4.030000, 8.512446, 7.956189
807, 4.035000, 8.552227, 7.871064
808, 4.040000, 8.591582, 7.785542
809, 4.045000, 8.630510, 7.699626
810, 4.050000, 8.669008, 7.613321
811, 4.055000, 8.707074, 7.526631
812, 4.060000, 8.744708, 7.439560
813, 4.065000, 8.781905, 7.352113
814, 4.070000, 8.818666, 7.264294
815, 4.075000, 8.854987, 7.176108
816, 4.080000, 8.890868, 7.087558
817, 4.085000, 8.926306, 6.998649
818, 4.090000, 8.961299, 6.909386
819, 4.095000, 8.995846, 6.819773
820, 4.100000, 9.029945, 6.729814
821, 4.105000, 9.063594, 6.639515
822, 4.110000, 9.096791, 6.548879
823, 4.115000, 9.129536, 6.457911
824, 4.120000, 9.161825, 6.366616
825, 4.125000, 9.193658, 6.274998
826, 4.130000, 9.225033, 6.183061
827, 4.135000, 9.255949, 6.090811
828, 4.140000, 9.286403, 5.998251
829, 4.145000, 9.316394, 5.905387
830, 4.150000, 9.345921, 5.812223
831, 4.155000, 9.374982, 5.718764
832, 4.160000, 9.403576, 5.625014
833, 4.165000, 9.431701, 5.530978
834, 4.170000, 9.459356, 5.436661
835, 4.175000, 9.486539, 5.342068
836, 4.180000, 9.513250, 5.247202
837, 4.185000, 9.539486, 5.152070
838, 4.190000, 9.565246, 5.056675
839, 4.195000, 9.590529, 4.961023
840, 4.200000, 9.615334, 4.865117
841, 4.205000, 9.639660, 4.768964
842, 4.210000, 9.663505, 4.672567
843, 4.215000, 9.686868, 4.575932
844, 4.220000, 9.709747, 4.479064
845, 4.225000, 9.732143, 4.381966
846, 4.230000, 9.754052, 4.284645
847, 4.235000, 9.775476, 4.187104
848, 4.240000, 9.796411, 4.089349
849, 4.245000, 9.816858, 3.991385
850, 4.250000, 9.836815, 3.893217
851, 4.255000, 9.856281, 3.794849
852, 4.260000, 9.875255, 3.696286
853, 4.265000, 9.893737, 3.597533
854, 4.270000, 9.911724, 3.498596
855, 4.275000, 9.929217, 3.399479
856, 4.280000, 9.946215, 3.300186
857, 4.285000, 9.962716, 3.200724
858, 4.290000, 9.978719, 3.101097
859, 4.295000, 9.994225, 3.001310
860, 4.300000, 10.009231, 2.901368
861, 4.305000, 10.023738, 2.801275
862, 4.310000, 10.037744, 2.701038
863, 4.315000, 10.051250, 2.600661
864, 4.320000, 10.064253, 2.500148
865, 4.325000, 10.076754, 2.399506
866, 4.330000, 10.088751, 2.298738
867, 4.335000, 10.100245, 2.197851
868, 4.340000, 10.111234, 2.096848
869, 4.345000, 10.121718, 1.995736
870, 4.350000, 10.131697, 1.894519
871, 4.355000, 10.141170, 1.793202
872, 4.360000, 10.150136, 1.691790
873, 4.365000, 10.158595, 1.590289
874, 4.370000, 10.166546, 1.488703
875, 4.375000, 10.173990, 1.387037
876, 4.380000, 10.180925, 1.285297
877, 4.385000, 10.187351, 1.183488
878, 4.390000, 10.193269, 1.081614
879, 4.395000, 10.198677, 0.979682
880, 4.400000, 10.203575, 0.877695
881, 4.405000, 10.207964, 0.775659
882, 4.410000, 10.211842, 0.673580
883, 4.415000, 10.215210, 0.571461
884, 4.420000, 10.218067, 0.469309
885, 4.425000, 10.220414, 0.367128
886, 4.430000, 10.222249, 0.264924
887, 4.435000, 10.223574, 0.162702
888, 4.440000, 10.224387, 0.060466
889, 4.445000, 10.224690, -0.041778
890, 4.450000, 10.224481, -0.144025
891, 4.455000, 10.223761, -0.246270
892, 4.460000, 10.222529, -0.348507
893, 4.465000, 10.220787, -0.450732
894, 4.470000, 10.218533, -0.552940
895, 4.475000, 10.215769, -0.655126
896, 4.480000, 10.212493, -0.757283
897, 4.485000, 10.208706, -0.859408
898, 4.490000, 10.204409, -0.961495
899, 4.495000, 10.199602, -1.063539
900, 4.500000, 10.194284, -1.165535
901, 4.505000, 10.188457, -1.267478
902, 4.510000, 10.182119, -1.369363
903, 4.515000, 10.175272, -1.471184
904, 4.520000, 10.167916, -1.572937
905, 4.525000, 10.160052, -1.674616
906, 4.530000, 10.151679, -1.776216
907, 4.535000, 10.142798, -1.877733
908, 4.540000, 10.133409, -1.979161
909, 4.545000, 10.123513, -2.080495
910, 4.550000, 10.113111, -2.181730
911, 4.555000, 10.102202, -2.282862
912, 4.560000, 10.090788, -2.383884
913, 4.565000, 10.078868, -2.484791
914, 4.570000, 10.066444, -2.585580
915, 4.575000, 10.053516, -2.686245
916, 4.580000, 10.040085, -2.786780
917, 4.585000, 10.026151, -2.887181
918, 4.590000, 10.011715, -2.987442
919, 4.595000, 9.996778, -3.087559
920, 4.600000, 9.981340, -3.187527
921, 4.605000, 9.965403, -3.287340
922, 4.610000, 9.948966, -3.386994
923, 4.615000, 9.932031, -3.486484
924, 4.620000, 9.914599, -3.585804
925, 4.625000, 9.896670, -3.684950
926, 4.630000, 9.878245, -3.783917
927, 4.635000, 9.859325, -3.882700
928, 4.640000, 9.839912, -3.981293
929, 4.645000, 9.820005, -4.079692
930, 4.650000, 9.799607, -4.177892
931, 4.655000, 9.778717, -4.275888
932, 4.660000, 9.757338, -4.373675
933, 4.665000, 9.735470, -4.471249
934, 4.670000, 9.713113, -4.568603
935, 4.675000, 9.690270, -4.665734
936, 4.680000, 9.666942, -4.762637
937, 4.685000, 9.643129, -4.859307
938, 4.690000, 9.618832, -4.955738
939, 4.695000, 9.594053, -5.051926
940, 4.700000, 9.568794, -5.147867
941, 4.705000, 9.543054, -5.243555
942, 4.710000, 9.516837, -5.338985
943, 4.715000, 9.490142, -5.434154
944, 4.720000, 9.462971, -5.529055
945, 4.725000, 9.435326, -5.623685
946, 4.730000, 9.407207, -5.718038
947, 4.735000, 9.378617, -5.812110
948, 4.740000, 9.349556, -5.905896
949, 4.745000, 9.320027, -5.999392
950, 4.750000, 9.290030, -6.092592
951, 4.755000, 9.259567, -6.185492
952, 4.760000, 9.228640, -6.278088
953, 4.765000, 9.197249, -6.370374
954, 4.770000, 9.165397, -6.462347
955, 4.775000, 9.133086, -6.554001
956, 4.780000, 9.100316, -6.645332
957, 4.785000, 9.067089, -6.736335
958, 4.790000, 9.033407, -6.827006
959, 4.795000, 8.999272, -6.917340
960, 4.800000, 8.964685, -7.007332
961, 4.805000, 8.929649, -7.096979
962, 4.810000, 8.894164, -7.186276
963, 4.815000, 8.858233, -7.275217
964, 4.820000, 8.821856, -7.363800
965, 4.825000, 8.785037, -7.452018
966, 4.830000, 8.747777, -7.539869
967, 4.835000, 8.710078, -7.627347
968, 4.840000, 8.671941, -7.714447
969, 4.845000, 8.633369, -7.801167
970, 4.850000, 8.594363, -7.887500
971, 4.855000, 8.554926, -7.973444
972, 4.860000, 8.515058, -8.058993
973, 4.865000, 8.474764, -8.144144
974, 4.870000, 8.434043, -8.228892
975, 4.875000, 8.392898, -8.313232
976, 4.880000, 8.351332, -8.397161
977, 4.885000, 8.309346, -8.480674
978, 4.890000, 8.266943, -8.563768
979, 4.895000, 8.224124, -8.646437
980, 4.900000, 8.180892, -8.728678
981, 4.905000, 8.137249, -8.810487
982, 4.910000, 8.093196, -8.891860
983, 4.915000, 8.048737, -8.972792
984, 4.920000, 8.003873, -9.053279
985, 4.925000, 7.958606, -9.133318
986, 4.930000, 7.912940, -9.212904
987, 4.935000, 7.866875, -9.292033
988, 4.940000, 7.820415, -9.370702
989, 4.945000, 7.773562, -9.448906
990, 4.950000, 7.726317, -9.526642
991, 4.955000, 7.678684, -9.603905
992, 4.960000, 7.630664, -9.680692
993, 4.965000, 7.582261, -9.756998
994, 4.970000, 7.533476, -9.832821
995, 4.975000, 7.484312, -9.908156
996, 4.980000, 7.434771, -9.982999
997, 4.985000, 7.384856, -10.057347
998, 4.990000, 7.334569, -10.131195
999, 4.995000, 7.283913, -10.204541
1000, 5.000000, 7.232891, -10.277380
1001, 5.005000, 7.181504, -10.349709
1002, 5.010000, 7.129755, -10.421524
1003, 5.015000, 7.077648, -10.492822
1004, 5.020000, 7.025184, -10.563598
1005, 5.025000, 6.972366, -10.633850
1006, 5.030000, 6.919196, -10.703574
1007, 5.035000, 6.865678, -10.772765
1008, 5.040000, 6.811815, -10.841422
1009, 5.045000, 6.757607, -10.909540
1010, 5.050000, 6.703060, -10.977116
1011, 5.055000, 6.648174, -11.044147
1012, 5.060000, 6.592953, -11.110629
1013, 5.065000, 6.537400, -11.176558
1014, 5.070000, 6.481518, -11.241932
1015, 5.075000, 6.425308, -11.306748
1016, 5.080000, 6.368774, -11.371001
1017, 5.085000, 6.311919, -11.434688
1018, 5.090000, 6.254746, -11.497808
1019, 5.095000, 6.197257, -11.560355
1020, 5.100000, 6.139455, -11.622328
1021, 5.105000, 6.081343, -11.683722
1022, 5.110000, 6.022925, -11.744536
1023, 5.115000, 5.964202, -11.804765
1024, 5.120000, 5.905178, -11.864407
1025, 5.125000, 5.845856, -11.923459
1026, 5.130000, 5.786239, -11.981917
1027, 5.135000, 5.726329, -12.039780
1028, 5.140000, 5.666130, -12.097043
1029, 5.145000, 5.605645, -12.153704
1030, 5.150000, 5.544877, -12.209761
1031, 5.155000, 5.483828, -12.265209
1032, 5.160000, 5.422502, -12.320048
1033, 5.165000, 5.360901, -12.374273
1034, 5.170000, 5.299030, -12.427882
1035, 5.175000, 5.236891, -12.480872
1036, 5.180000, 5.174486, -12.533241
1037, 5.185000, 5.111820, -12.584986
1038, 5.190000, 5.048895, -12.636104
1039, 5.195000, 4.985715, -12.686593
1040, 5.200000, 4.922282, -12.736450
1041, 5.205000, 4.858599, -12.785673
1042, 5.210000, 4.794671, -12.834259
1043, 5.215000, 4.730500, -12.882206
1044, 5.220000, 4.666089, -12.929511
1045, 5.225000, 4.601441, -12.976171
1046, 5.230000, 4.536560, -13.022186
1047, 5.235000, 4.471449, -13.067551
1048, 5.240000, 4.406112, -13.112266
1049, 5.245000, 4.340550, -13.156327
1050, 5.250000, 4.274769, -13.199733
1051, 5.255000, 4.208770, -13.242480
1052, 5.260000, 4.142558, -13.284568
1053, 5.265000, 4.076135, -13.325994
1054, 5.270000, 4.009505, -13.366755
1055, 5.275000, 3.942671, -13.406850
1056, 5.280000, 3.875637, -13.446277
1057, 5.285000, 3.808405, -13.485033
1058, 5.290000, 3.740980, -13.523117
1059, 5.295000, 3.673365, -13.560527
1060, 5.300000, 3.605562, -13.597261
1061, 5.305000, 3.537576, -13.633316
1062, 5.310000, 3.469409, -13.668692
1063, 5.315000, 3.401066, -13.703386
1064, 5.320000, 3.332549, -13.737397
1065, 5.325000, 3.263862, -13.770722
1066, 5.330000, 3.195008, -13.803361
1067, 5.335000, 3.125991, -13.835311
1068, 5.340000, 3.056815, -13.866571
1069, 5.345000, 2.987482, -13.897139
1070, 5.350000, 2.917996, -13.927014
1071, 5.355000, 2.848361, -13.956194
1072, 5.360000, 2.778580, -13.984677
1073, 5.365000, 2.708657, -14.012463
1074, 5.370000, 2.638595, -14.039550
1075, 5.375000, 2.568397, -14.065936
1076, 5.380000, 2.498067, -14.091620
1077, 5.385000, 2.427609, -14.116600
1078, 5.390000, 2.357026, -14.140876
1079, 5.395000, 2.286322, -14.164447
1080, 5.400000, 2.215499, -14.187310
1081, 5.405000, 2.144563, -14.209465
1082, 5.410000, 2.073516, -14.230910
1083, 5.415000, 2.002361, -14.251646
1084, 5.420000, 1.931103, -14.271669
1085, 5.425000, 1.859744, -14.290980
1086, 5.430000, 1.788290, -14.309578
1087, 5.435000, 1.716742, -14.327461
1088, 5.440000, 1.645104, -14.344628
1089, 5.445000, 1.573381, -14.361079
1090, 5.450000, 1.501576, -14.376813
1091, 5.455000, 1.429692, -14.391829
1092, 5.460000, 1.357733, -14.406126
1093, 5.465000, 1.285702, -14.419703
1094, 5.470000, 1.213603, -14.432560
1095, 5.475000, 1.141441, -14.444696
1096, 5.480000, 1.069217, -14.456110
1097, 5.485000, 0.996937, -14.466802
1098, 5.490000, 0.924603, -14.476772
1099, 5.495000, 0.852219, -14.486018
1100, 5.500000, 0.779789, -14.494540
1101, 5.505000, 0.707316, -14.502338
1102, 5.510000, 0.634804, -14.509411
1103, 5.515000, 0.562257, -14.515759
1104, 5.520000, 0.489678, -14.521382
1105, 5.525000, 0.417071, -14.526279
1106, 5.530000, 0.344440, -14.530449
1107, 5.535000, 0.271788, -14.533894
1108, 5.540000, 0.199118, -14.536612
1109, 5.545000, 0.126435, -14.538603
1110, 5.550000, 0.053742, -14.539867
1111, 5.555000, -0.018957, -14.540404
1112, 5.560000, -0.091659, -14.540215
1113, 5.565000, -0.164360, -14.539298
1114, 5.570000, -0.237057, -14.537655
1115, 5.575000, -0.309745, -14.535284
1116, 5.580000, -0.382421, -14.532187
1117, 5.585000, -0.455082, -14.528362
1118, 5.590000, -0.527724, -14.523812
1119, 5.595000, -0.600343, -14.518534
1120, 5.600000, -0.672936, -14.512531
1121, 5.605000, -0.745498, -14.505802
1122, 5.610000, -0.818027, -14.498347
1123, 5.615000, -0.890519, -14.490166
1124, 5.620000, -0.962970, -14.481261
1125, 5.625000, -1.035376, -14.471631
1126, 5.630000, -1.107734, -14.461278
1127, 5.635000, -1.180041, -14.450200
1128, 5.640000, -1.252292, -14.438400
1129, 5.645000, -1.324484, -14.425877
1130, 5.650000, -1.396613, -14.412632
1131, 5.655000, -1.468676, -14.398666
1132, 5.660000, -1.540670, -14.383979
1133, 5.665000, -1.612590, -14.368573
1134, 5.670000, -1.684433, -14.352447
1135, 5.675000, -1.756195, -14.335602
1136, 5.680000, -1.827873, -14.318040
1137, 5.685000, -1.899463, -14.299762
1138, 5.690000, -1.970962, -14.280767
1139, 5.695000, -2.042366, -14.261057
1140, 5.700000, -2.113671, -14.240634
1141, 5.705000, -2.184874, -14.219497
1142, 5.710000, -2.255972, -14.197648
1143, 5.715000, -2.326960, -14.175089
1144, 5.720000, -2.397835, -14.151819
1145, 5.725000, -2.468594, -14.127841
1146, 5.730000, -2.539234, -14.103155
1147, 5.735000, -2.609749, -14.077762
1148, 5.740000, -2.680138, -14.051665
1149, 5.745000, -2.750396, -14.024864
1150, 5.750000, -2.820521, -13.997360
1151, 5.755000, -2.890508, -13.969154
1152, 5.760000, -2.960353, -13.940249
1153, 5.765000, -3.030055, -13.910646
1154, 5.770000, -3.099608, -13.880345
1155, 5.775000, -3.169010, -13.849349
1156, 5.780000, -3.238256, -13.817659
1157, 5.785000, -3.307345, -13.785276
1158, 5.790000, -3.376271, -13.752203
1159, 5.795000, -3.445032, -13.718440
1160, 5.800000, -3.513624, -13.683990
1161, 5.805000, -3.582044, -13.648854
1162, 5.810000, -3.650288, -13.613033
1163, 5.815000, -3.718354, -13.576530
1164, 5.820000, -3.786236, -13.539347
1165, 5.825000, -3.853933, -13.501485
1166, 5.830000, -3.921440, -13.462945
1167, 5.835000, -3.988755, -13.423731
1168, 5.840000, -4.055874, -13.383843
1169, 5.845000, -4.122793, -13.343285
1170, 5.850000, -4.189509, -13.302057
1171, 5.855000, -4.256020, -13.260161
1172, 5.860000, -4.322320, -13.217601
1173, 5.865000, -4.388408, -13.174378
1174, 5.870000, -4.454280, -13.130494
1175, 5.875000, -4.519933, -13.085951
1176, 5.880000, -4.585363, -13.040752
1177, 5.885000, -4.650566, -12.994898
1178, 5.890000, -4.715541, -12.948393
1179, 5.895000, -4.780283, -12.901237
1180, 5.900000, -4.844789, -12.853434
1181, 5.905000, -4.909056, -12.804986
1182, 5.910000, -4.973081, -12.755896
1183, 5.915000, -5.036861, -12.706165
1184, 5.920000, -5.100391, -12.655796
1185, 5.925000, -5.163670, -12.604793
1186, 5.930000, -5.226694, -12.553156
1187, 5.935000, -5.289460, -12.500889
1188, 5.940000, -5.351965, -12.447994
1189, 5.945000, -5.414205, -12.394475
1190, 5.950000, -5.476177, -12.340333
1191, 5.955000, -5.537879, -12.285571
1192, 5.960000, -5.599306, -12.230192
1193, 5.965000, -5.660457, -12.174199
1194, 5.970000, -5.721328, -12.117594
1195, 5.975000, -5.781916, -12.060381
1196, 5.980000, -5.842218, -12.002562
1197, 5.985000, -5.902231, -11.944140
1198, 5.990000, -5.961952, -11.885117
1199, 5.995000, -6.021377, -11.825498
1200, 6.000000, -6.080505, -11.765284
1201, 6.005000, -6.139331, -11.704479
1202, 6.010000, -6.197854, -11.643086
1203, 6.015000, -6.256069, -11.581107
1204, 6.020000, -6.313975, -11.518547
1205, 6.025000, -6.371567, -11.455407
1206, 6.030000, -6.428844, -11.391691
1207, 6.035000, -6.485803, -11.327403
1208, 6.040000, -6.542440, -11.262545
1209, 6.045000, -6.598753, -11.197120
1210, 6.050000, -6.654738, -11.131133
1211, 6.055000, -6.710394, -11.064585
1212, 6.060000, -6.765717, -10.997481
1213, 6.065000, -6.820704, -10.929824
1214, 6.070000, -6.875353, -10.861617
1215, 6.075000, -6.929661, -10.792864
1216, 6.080000, -6.983626, -10.723567
1217, 6.085000, -7.037244, -10.653731
1218, 6.090000, -7.090512, -10.583358
1219, 6.095000, -7.143429, -10.512453
1220, 6.100000, -7.195991, -10.441019
1221, 6.105000, -7.248196, -10.369059
1222, 6.110000, -7.300042, -10.296577
1223, 6.115000, -7.351525, -10.223577
1224, 6.120000, -7.402642, -10.150061
1225, 6.125000, -7.453393, -10.076035
1226, 6.130000, -7.503773, -10.001501
1227, 6.135000, -7.553780, -9.926463
1228, 6.140000, -7.603413, -9.850926
1229, 6.145000, -7.652667, -9.774891
1230, 6.150000, -7.701542, -9.698365
1231, 6.155000, -7.750034, -9.621349
1232, 6.160000, -7.798140, -9.543849
1233, 6.165000, -7.845860, -9.465868
1234, 6.170000, -7.893189, -9.387409
1235, 6.175000, -7.940126, -9.308477
1236, 6.180000, -7.986668, -9.229076
1237, 6.185000, -8.032814, -9.149209
1238, 6.190000, -8.078560, -9.068881
1239, 6.195000, -8.123904, -8.988095
1240, 6.200000, -8.168845, -8.906856
1241, 6.205000, -8.213379, -8.825168
1242, 6.210000, -8.257505, -8.743034
1243, 6.215000, -8.301220, -8.660459
1244, 6.220000, -8.344522, -8.577447
1245, 6.225000, -8.387410, -8.494002
1246, 6.230000, -8.429880, -8.410128
1247, 6.235000, -8.471930, -8.325829
1248, 6.240000, -8.513559, -8.241110
1249, 6.245000, -8.554765, -8.155974
1250, 6.250000, -8.595545, -8.070426
1251, 6.255000, -8.635897, -7.984471
1252, 6.260000, -8.675819, -7.898112
1253, 6.265000, -8.715310, -7.811354
1254, 6.270000, -8.754367, -7.724201
1255, 6.275000, -8.792988, -7.636657
1256, 6.280000, -8.831171, -7.548727
1257, 6.285000, -8.868914, -7.460415
1258, 6.290000, -8.906217, -7.371726
1259, 6.295000, -8.943075, -7.282664
1260, 6.300000, -8.979489, -7.193233
1261, 6.305000, -9.015455, -7.103438
1262, 6.310000, -9.050972, -7.013284
1263, 6.315000, -9.086038, -6.922774
1264, 6.320000, -9.120652, -6.831914
1265, 6.325000, -9.154812, -6.740707
1266, 6.330000, -9.188515, -6.649159
1267, 6.335000, -9.221761, -6.557274
1268, 6.340000, -9.254547, -6.465056
1269, 6.345000, -9.286873, -6.372511
1270, 6.350000, -9.318735, -6.279642
1271, 6.355000, -9.350133, -6.186455
1272, 6.360000, -9.381066, -6.092953
1273, 6.365000, -9.411531, -5.999143
1274, 6.370000, -9.441526, -5.905027
1275, 6.375000, -9.471051, -5.810612
1276, 6.380000, -9.500104, -5.715902
1277, 6.385000, -9.528684, -5.620901
1278, 6.390000, -9.556788, -5.525614
1279, 6.395000, -9.584417, -5.430046
1280, 6.400000, -9.611567, -5.334202
1281, 6.405000, -9.638238, -5.238086
1282, 6.410000, -9.664428, -5.141704
1283, 6.415000, -9.690137, -5.045059
1284, 6.420000, -9.715362, -4.948158
1285, 6.425000, -9.740103, -4.851004
1286, 6.430000, -9.764358, -4.753603
1287, 6.435000, -9.788126, -4.655960
1288, 6.440000, -9.811406, -4.558079
1289, 6.445000, -9.834196, -4.459965
1290, 6.450000, -9.856496, -4.361623
1291, 6.455000, -9.878304, -4.263058
1292, 6.460000, -9.899619, -4.164275
1293, 6.465000, -9.920441, -4.065278
1294, 6.470000, -9.940767, -3.966074
1295, 6.475000, -9.960597, -3.866666
1296, 6.480000, -9.979931, -3.767060
1297, 6.485000, -9.998766, -3.667261
1298, 6.490000, -10.017102, -3.567273
1299, 6.495000, -10.034939, -3.467102
1300, 6.500000, -10.052274, -3.366753
1301, 6.505000, -10.069108, -3.266230
1302, 6.510000, -10.085439, -3.165539
1303, 6.515000, -10.101267, -3.064685
1304, 6.520000, -10.116590, -2.963672
1305, 6.525000, -10.131409, -2.862506
1306, 6.530000, -10.145721, -2.761192
1307, 6.535000, -10.159527, -2.659735
1308, 6.540000, -10.172826, -2.558140
1309, 6.545000, -10.185616, -2.456411
1310, 6.550000, -10.197899, -2.354555
1311, 6.555000, -10.209671, -2.252576
1312, 6.560000, -10.220934, -2.150479
1313, 6.565000, -10.231687, -2.048270
1314, 6.570000, -10.241928, -1.945953
1315, 6.575000, -10.251658, -1.843534
1316, 6.580000, -10.260875, -1.741017
1317, 6.585000, -10.269580, -1.638409
1318, 6.590000, -10.277772, -1.535713
1319, 6.595000, -10.285451, -1.432935
1320, 6.600000, -10.292616, -1.330081
1321, 6.605000, -10.299266, -1.227154
1322, 6.610000, -10.305402, -1.124162
1323, 6.615000, -10.311023, -1.021108
1324, 6.620000, -10.316128, -0.917998
1325, 6.625000, -10.320718, -0.814836
1326, 6.630000, -10.324792, -0.711629
1327, 6.635000, -10.328351, -0.608381
1328, 6.640000, -10.331392, -0.505098
1329, 6.645000, -10.333918, -0.401784
1330, 6.650000, -10.335927, -0.298445
1331, 6.655000, -10.337419, -0.195085
1332, 6.660000, -10.338395, -0.091711
1333, 6.665000, -10.338853, 0.011673
1334, 6.670000, -10.338795, 0.115061
1335, 6.675000, -10.338219, 0.218449
1336, 6.680000, -10.337127, 0.321832
1337, 6.685000, -10.335518, 0.425203
1338, 6.690000, -10.333392, 0.528558
1339, 6.695000, -10.330749, 0.631892
1340, 6.700000, -10.327590, 0.735199
1341, 6.705000, -10.323914, 0.838475
1342, 6.710000, -10.319721, 0.941714
1343, 6.715000, -10.315013, 1.044912
1344, 6.720000, -10.309788, 1.148062
1345, 6.725000, -10.304048, 1.251160
1346, 6.730000, -10.297792, 1.354200
1347, 6.735000, -10.291021, 1.457178
1348, 6.740000, -10.283735, 1.560088
1349, 6.745000, -10.275935, 1.662926
1350, 6.750000, -10.267620, 1.765685
1351, 6.755000, -10.258792, 1.868361
1352, 6.760000, -10.249450, 1.970949
1353, 6.765000, -10.239595, 2.073444
1354, 6.770000, -10.229228, 2.175840
1355, 6.775000, -10.218349, 2.278132
1356, 6.780000, -10.206958, 2.380315
1357, 6.785000, -10.195057, 2.482385
1358, 6.790000, -10.182645, 2.584335
1359, 6.795000, -10.169723, 2.686162
1360, 6.800000, -10.156292, 2.787859
1361, 6.805000, -10.142353, 2.889422
1362, 6.810000, -10.127906, 2.990846
1363, 6.815000, -10.112951, 3.092125
1364, 6.820000, -10.097491, 3.193254
1365, 6.825000, -10.081525, 3.294229
1366, 6.830000, -10.065053, 3.395044
1367, 6.835000, -10.048078, 3.495695
1368, 6.840000, -10.030600, 3.596176
1369, 6.845000, -10.012619, 3.696482
1370, 6.850000, -9.994136, 3.796608
1371, 6.855000, -9.975153, 3.896549
1372, 6.860000, -9.955671, 3.996301
1373, 6.865000, -9.935689, 4.095857
1374, 6.870000, -9.915210, 4.195214
1375, 6.875000, -9.894234, 4.294366
1376, 6.880000, -9.872762, 4.393309
1377, 6.885000, -9.850795, 4.492036
1378, 6.890000, -9.828335, 4.590544
1379, 6.895000, -9.805383, 4.688828
1380, 6.900000, -9.781938, 4.786881
1381, 6.905000, -9.758004, 4.884701
1382, 6.910000, -9.733580, 4.982281
1383, 6.915000, -9.708669, 5.079617
1384, 6.920000, -9.683271, 5.176703
1385, 6.925000, -9.657387, 5.273536
1386, 6.930000, -9.631020, 5.370110
1387, 6.935000, -9.604169, 5.466420
1388, 6.940000, -9.576837, 5.562462
1389, 6.945000, -9.549025, 5.658230
1390, 6.950000, -9.520734, 5.753720
1391, 6.955000, -9.491965, 5.848928
