i, t, I, Q
1858, 18.580000, -0.001129, -0.002974
1859, 18.590000, -0.001123, -0.002985
1860, 18.600000, -0.001117, -0.002997
1861, 18.610000, -0.001111, -0.003008
1862, 18.620000, -0.001105, -0.003019
1863, 18.630000, -0.001099, -0.003030
1864, 18.640000, -0.001093, -0.003041
1865, 18.650000, -0.001087, -0.003052
1866, 18.660000, -0.001081, -0.003063
1867, 18.670000, -0.001075, -0.003074
1868, 18.680000, -0.001069, -0.003085
1869, 18.690000, -0.001063, -0.003095
1870, 18.700000, -0.001057, -0.003106
1871, 18.710000, -0.001052, -0.003117
1872, 18.720000, -0.001046, -0.003127
1873, 18.730000, -0.001040, -0.003138
1874, 18.740000, -0.001035, -0.003148
1875, 18.750000, -0.001029, -0.003159
1876, 18.760000, -0.001023, -0.003169
1877, 18.770000, -0.001018, -0.003179
1878, 18.780000, -0.001012, -0.003189
1879, 18.790000, -0.001007, -0.003200
1880, 18.800000, -0.001001, -0.003210
1881, 18.810000, -0.000996, -0.003220
1882, 18.820000, -0.000990, -0.003230
1883, 18.830000, -0.000985, -0.003240
1884, 18.840000, -0.000979, -0.003250
1885, 18.850000, -0.000974, -0.003260
1886, 18.860000, -0.000969, -0.003269
1887, 18.870000, -0.000964, -0.003279
1888, 18.880000, -0.000958, -0.003289
1889, 18.890000, -0.000953, -0.003298
1890, 18.900000, -0.000948, -0.003308
1891, 18.910000, -0.000943, -0.003317
1892, 18.920000, -0.000937, -0.003327
1893, 18.930000, -0.000932, -0.003336
1894, 18.940000, -0.000927, -0.003346
1895, 18.950000, -0.000922, -0.003355
1896, 18.960000, -0.000917, -0.003364
1897, 18.970000, -0.000912, -0.003374
1898, 18.980000, -0.000907, -0.003383
1899, 18.990000, -0.000902, -0.003392
1900, 19.000000, -0.000897, -0.003401
1901, 19.010000, -0.000892, -0.003410
1902, 19.020000, -0.000887, -0.003419
1903, 19.030000, -0.000883, -0.003428
1904, 19.040000, -0.000878, -0.003437
1905, 19.050000, -0.000873, -0.003446
1906, 19.060000, -0.000868, -0.003454
1907, 19.070000, -0.000863, -0.003463
1908, 19.080000, -0.000859, -0.003472
1909, 19.090000, -0.000854, -0.003480
1910, 19.100000, -0.000849, -0.003489
1911, 19.110000, -0.000845, -0.003497
1912, 19.120000, -0.000840, -0.003506
1913, 19.130000, -0.000836, -0.003514
1914, 19.140000, -0.000831, -0.003523
1915, 19.150000, -0.000826, -0.003531
1916, 19.160000, -0.000822, -0.003539
1917, 19.170000, -0.000817, -0.003548
1918, 19.180000, -0.000813, -0.003556
1919, 19.190000, -0.000808, -0.003564
1920, 19.200000, -0.000804, -0.003572
1921, 19.210000, -0.000800, -0.003580
1922, 19.220000, -0.000795, -0.003588
1923, 19.230000, -0.000791, -0.003596
1924, 19.240000, -0.000787, -0.003604
1925, 19.250000, -0.000782, -0.003612
1926, 19.260000, -0.000778, -0.003620
1927, 19.270000, -0.000774, -0.003628
1928, 19.280000, -0.000769, -0.003636
1929, 19.290000, -0.000765, -0.003643
1930, 19.300000, -0.000761, -0.003651
1931, 19.310000, -0.000757, -0.003659
1932, 19.320000, -0.000753, -0.003666
1933, 19.330000, -0.000749, -0.003674
1934, 19.340000, -0.000745, -0.003681
1935, 19.350000, -0.000740, -0.003689
1936, 19.360000, -0.000736, -0.003696
1937, 19.370000, -0.000732, -0.003704
1938, 19.380000, -0.000728, -0.003711
1939, 19.390000, -0.000724, -0.003718
1940, 19.400000, -0.000720, -0.003726
1941, 19.410000, -0.000716, -0.003733
1942, 19.420000, -0.000712, -0.003740
1943, 19.430000, -0.000709, -0.003747
1944, 19.440000, -0.000705, -0.003754
1945, 19.450000, -0.000701, -0.003761
1946, 19.460000, -0.000697, -0.003769
1947, 19.470000, -0.000693, -0.003776
1948, 19.480000, -0.000689, -0.003782
1949, 19.490000, -0.000686, -0.003789
1950, 19.500000, -0.000682, -0.003796
1951, 19.510000, -0.000678, -0.003803
1952, 19.520000, -0.000674, -0.003810
1953, 19.530000, -0.000671, -0.003817
1954, 19.540000, -0.000667, -0.003823
1955, 19.550000, -0.000663, -0.003830
1956, 19.560000, -0.000660, -0.003837
1957, 19.570000, -0.000656, -0.003843
1958, 19.580000, -0.000652, -0.003850
1959, 19.590000, -0.000649, -0.003857
1960, 19.600000, -0.000645, -0.003863
1961, 19.610000, -0.000642, -0.003870
1962, 19.620000, -0.000638, -0.003876
1963, 19.630000, -0.000635, -0.003883
1964, 19.640000, -0.000631, -0.003889
1965, 19.650000, -0.000628, -0.003895
1966, 19.660000, -0.000624, -0.003902
1967, 19.670000, -0.000621, -0.003908
1968, 19.680000, -0.000617, -0.003914
1969, 19.690000, -0.000614, -0.003920
1970, 19.700000, -0.000611, -0.003926
1971, 19.710000, -0.000607, -0.003933
1972, 19.720000, -0.000604, -0.003939
1973, 19.730000, -0.000601, -0.003945
1974, 19.740000, -0.000597, -0.003951
1975, 19.750000, -0.000594, -0.003957
1976, 19.760000, -0.000591, -0.003963
1977, 19.770000, -0.000588, -0.003969
1978, 19.780000, -0.000584, -0.003975
1979, 19.790000, -0.000581, -0.003980
1980, 19.800000, -0.000578, -0.003986
1981, 19.810000, -0.000575, -0.003992
1982, 19.820000, -0.000572, -0.003998
1983, 19.830000, -0.000568, -0.004004
1984, 19.840000, -0.000565, -0.004009
1985, 19.850000, -0.000562, -0.004015
1986, 19.860000, -0.000559, -0.004021
1987, 19.870000, -0.000556, -0.004026
1988, 19.880000, -0.000553, -0.004032
1989, 19.890000, -0.000550, -0.004037
1990, 19.900000, -0.000547, -0.004043
1991, 19.910000, -0.000544, -0.004048
1992, 19.920000, -0.000541, -0.004054
1993, 19.930000, -0.000538, -0.004059
1994, 19.940000, -0.000535, -0.004065
1995, 19.950000, -0.000532, -0.004070
1996, 19.960000, -0.000529, -0.004075
1997, 19.970000, -0.000526, -0.004081
1998, 19.980000, -0.000523, -0.004086
1999, 19.990000, -0.000520, -0.004091
2000, 20.000000, -0.000518, -0.004097
