i, t, I, Q
1192, 11.920000, -0.038153, 0.068954
1193, 11.930000, -0.037960, 0.068570
1194, 11.940000, -0.037768, 0.068189
1195, 11.950000, -0.037577, 0.067809
1196, 11.960000, -0.037387, 0.067432
1197, 11.970000, -0.037198, 0.067056
1198, 11.980000, -0.037010, 0.066682
1199, 11.990000, -0.036822, 0.066310
1200, 12.000000, -0.036636, 0.065940
1201, 12.010000, -0.036451, 0.065572
1202, 12.020000, -0.036266, 0.065206
1203, 12.030000, -0.036083, 0.064841
1204, 12.040000, -0.035900, 0.064478
1205, 12.050000, -0.035718, 0.064118
1206, 12.060000, -0.035537, 0.063759
1207, 12.070000, -0.035357, 0.063402
1208, 12.080000, -0.035178, 0.063046
1209, 12.090000, -0.035000, 0.062693
1210, 12.100000, -0.034823, 0.062341
1211, 12.110000, -0.034646, 0.061991
1212, 12.120000, -0.034470, 0.061643
1213, 12.130000, -0.034296, 0.061296
1214, 12.140000, -0.034122, 0.060952
1215, 12.150000, -0.033949, 0.060609
1216, 12.160000, -0.033776, 0.060268
1217, 12.170000, -0.033605, 0.059928
1218, 12.180000, -0.033435, 0.059590
1219, 12.190000, -0.033265, 0.059254
1220, 12.200000, -0.033096, 0.058920
1221, 12.210000, -0.032928, 0.058587
1222, 12.220000, -0.032761, 0.058256
1223, 12.230000, -0.032594, 0.057927
1224, 12.240000, -0.032429, 0.057600
1225, 12.250000, -0.032264, 0.057274
1226, 12.260000, -0.032100, 0.056950
1227, 12.270000, -0.031937, 0.056627
1228, 12.280000, -0.031775, 0.056306
1229, 12.290000, -0.031613, 0.055987
1230, 12.300000, -0.031453, 0.055669
1231, 12.310000, -0.031293, 0.055353
1232, 12.320000, -0.031133, 0.055038
1233, 12.330000, -0.030975, 0.054725
1234, 12.340000, -0.030818, 0.054414
1235, 12.350000, -0.030661, 0.054104
1236, 12.360000, -0.030505, 0.053796
1237, 12.370000, -0.030349, 0.053490
1238, 12.380000, -0.030195, 0.053185
1239, 12.390000, -0.030041, 0.052881
1240, 12.400000, -0.029888, 0.052579
1241, 12.410000, -0.029736, 0.052279
1242, 12.420000, -0.029585, 0.051980
1243, 12.430000, -0.029434, 0.051683
1244, 12.440000, -0.029284, 0.051387
1245, 12.450000, -0.029135, 0.051093
1246, 12.460000, -0.028986, 0.050800
1247, 12.470000, -0.028838, 0.050509
1248, 12.480000, -0.028691, 0.050219
1249, 12.490000, -0.028545, 0.049930
1250, 12.500000, -0.028400, 0.049643
1251, 12.510000, -0.028255, 0.049358
1252, 12.520000, -0.028111, 0.049074
1253, 12.530000, -0.027967, 0.048792
1254, 12.540000, -0.027824, 0.048510
1255, 12.550000, -0.027682, 0.048231
1256, 12.560000, -0.027541, 0.047953
1257, 12.570000, -0.027401, 0.047676
1258, 12.580000, -0.027261, 0.047400
1259, 12.590000, -0.027121, 0.047127
1260, 12.600000, -0.026983, 0.046854
1261, 12.610000, -0.026845, 0.046583
1262, 12.620000, -0.026708, 0.046313
1263, 12.630000, -0.026572, 0.046045
1264, 12.640000, -0.026436, 0.045778
1265, 12.650000, -0.026301, 0.045512
1266, 12.660000, -0.026166, 0.045248
1267, 12.670000, -0.026032, 0.044985
1268, 12.680000, -0.025899, 0.044723
1269, 12.690000, -0.025767, 0.044463
1270, 12.700000, -0.025635, 0.044204
1271, 12.710000, -0.025504, 0.043946
1272, 12.720000, -0.025373, 0.043690
1273, 12.730000, -0.025244, 0.043435
1274, 12.740000, -0.025114, 0.043181
1275, 12.750000, -0.024986, 0.042929
1276, 12.760000, -0.024858, 0.042678
1277, 12.770000, -0.024731, 0.042428
1278, 12.780000, -0.024604, 0.042179
1279, 12.790000, -0.024478, 0.041932
1280, 12.800000, -0.024353, 0.041686
1281, 12.810000, -0.024228, 0.041441
1282, 12.820000, -0.024104, 0.041198
1283, 12.830000, -0.023980, 0.040955
1284, 12.840000, -0.023857, 0.040714
1285, 12.850000, -0.023735, 0.040475
1286, 12.860000, -0.023613, 0.040236
1287, 12.870000, -0.023492, 0.039999
1288, 12.880000, -0.023372, 0.039763
1289, 12.890000, -0.023252, 0.039528
1290, 12.900000, -0.023133, 0.039294
1291, 12.910000, -0.023014, 0.039062
1292, 12.920000, -0.022896, 0.038830
1293, 12.930000, -0.022778, 0.038600
1294, 12.940000, -0.022661, 0.038371
1295, 12.950000, -0.022545, 0.038144
1296, 12.960000, -0.022429, 0.037917
1297, 12.970000, -0.022314, 0.037692
1298, 12.980000, -0.022200, 0.037467
1299, 12.990000, -0.022086, 0.037244
1300, 13.000000, -0.021972, 0.037022
1301, 13.010000, -0.021859, 0.036801
1302, 13.020000, -0.021747, 0.036582
1303, 13.030000, -0.021635, 0.036363
1304, 13.040000, -0.021524, 0.036146
1305, 13.050000, -0.021413, 0.035929
1306, 13.060000, -0.021303, 0.035714
1307, 13.070000, -0.021194, 0.035500
1308, 13.080000, -0.021085, 0.035287
1309, 13.090000, -0.020976, 0.035075
1310, 13.100000, -0.020868, 0.034864
1311, 13.110000, -0.020761, 0.034655
1312, 13.120000, -0.020654, 0.034446
1313, 13.130000, -0.020548, 0.034238
1314, 13.140000, -0.020442, 0.034032
1315, 13.150000, -0.020337, 0.033827
1316, 13.160000, -0.020232, 0.033622
1317, 13.170000, -0.020128, 0.033419
1318, 13.180000, -0.020024, 0.033217
1319, 13.190000, -0.019921, 0.033015
1320, 13.200000, -0.019819, 0.032815
1321, 13.210000, -0.019716, 0.032616
1322, 13.220000, -0.019615, 0.032418
1323, 13.230000, -0.019514, 0.032221
1324, 13.240000, -0.019413, 0.032024
1325, 13.250000, -0.019313, 0.031829
1326, 13.260000, -0.019214, 0.031635
1327, 13.270000, -0.019115, 0.031442
1328, 13.280000, -0.019016, 0.031250
1329, 13.290000, -0.018918, 0.031059
1330, 13.300000, -0.018820, 0.030869
1331, 13.310000, -0.018723, 0.030680
1332, 13.320000, -0.018627, 0.030492
1333, 13.330000, -0.018530, 0.030304
1334, 13.340000, -0.018435, 0.030118
1335, 13.350000, -0.018340, 0.029933
1336, 13.360000, -0.018245, 0.029749
1337, 13.370000, -0.018151, 0.029565
1338, 13.380000, -0.018057, 0.029383
1339, 13.390000, -0.017964, 0.029201
1340, 13.400000, -0.017871, 0.029021
1341, 13.410000, -0.017779, 0.028841
1342, 13.420000, -0.017687, 0.028662
1343, 13.430000, -0.017595, 0.028485
1344, 13.440000, -0.017505, 0.028308
1345, 13.450000, -0.017414, 0.028132
1346, 13.460000, -0.017324, 0.027957
1347, 13.470000, -0.017234, 0.027783
1348, 13.480000, -0.017145, 0.027610
1349, 13.490000, -0.017057, 0.027437
1350, 13.500000, -0.016968, 0.027266
1351, 13.510000, -0.016881, 0.027095
1352, 13.520000, -0.016793, 0.026926
1353, 13.530000, -0.016706, 0.026757
1354, 13.540000, -0.016620, 0.026589
1355, 13.550000, -0.016534, 0.026422
1356, 13.560000, -0.016448, 0.026256
1357, 13.570000, -0.016363, 0.026091
1358, 13.580000, -0.016279, 0.025926
1359, 13.590000, -0.016194, 0.025763
1360, 13.600000, -0.016110, 0.025600
1361, 13.610000, -0.016027, 0.025438
1362, 13.620000, -0.015944, 0.025277
1363, 13.630000, -0.015861, 0.025117
1364, 13.640000, -0.015779, 0.024957
1365, 13.650000, -0.015697, 0.024799
1366, 13.660000, -0.015616, 0.024641
1367, 13.670000, -0.015535, 0.024484
1368, 13.680000, -0.015454, 0.024328
1369, 13.690000, -0.015374, 0.024172
1370, 13.700000, -0.015295, 0.024018
1371, 13.710000, -0.015215, 0.023864
1372, 13.720000, -0.015136, 0.023711
1373, 13.730000, -0.015058, 0.023559
1374, 13.740000, -0.014980, 0.023408
1375, 13.750000, -0.014902, 0.023257
1376, 13.760000, -0.014825, 0.023108
1377, 13.770000, -0.014748, 0.022959
1378, 13.780000, -0.014671, 0.022810
1379, 13.790000, -0.014595, 0.022663
1380, 13.800000, -0.014519, 0.022516
1381, 13.810000, -0.014444, 0.022370
1382, 13.820000, -0.014369, 0.022225
1383, 13.830000, -0.014294, 0.022081
1384, 13.840000, -0.014220, 0.021937
1385, 13.850000, -0.014146, 0.021794
1386, 13.860000, -0.014072, 0.021652
1387, 13.870000, -0.013999, 0.021511
1388, 13.880000, -0.013927, 0.021370
1389, 13.890000, -0.013854, 0.021230
1390, 13.900000, -0.013782, 0.021091
1391, 13.910000, -0.013711, 0.020952
1392, 13.920000, -0.013639, 0.020814
1393, 13.930000, -0.013568, 0.020677
1394, 13.940000, -0.013498, 0.020541
1395, 13.950000, -0.013427, 0.020405
1396, 13.960000, -0.013358, 0.020270
1397, 13.970000, -0.013288, 0.020136
1398, 13.980000, -0.013219, 0.020003
1399, 13.990000, -0.013150, 0.019870
1400, 14.000000, -0.013082, 0.019738
1401, 14.010000, -0.013014, 0.019606
1402, 14.020000, -0.012946, 0.019475
1403, 14.030000, -0.012878, 0.019345
1404, 14.040000, -0.012811, 0.019216
1405, 14.050000, -0.012745, 0.019087
1406, 14.060000, -0.012678, 0.018959
1407, 14.070000, -0.012612, 0.018831
1408, 14.080000, -0.012546, 0.018705
1409, 14.090000, -0.012481, 0.018579
1410, 14.100000, -0.012416, 0.018453
1411, 14.110000, -0.012351, 0.018328
1412, 14.120000, -0.012287, 0.018204
1413, 14.130000, -0.012223, 0.018081
1414, 14.140000, -0.012159, 0.017958
1415, 14.150000, -0.012096, 0.017836
1416, 14.160000, -0.012033, 0.017714
1417, 14.170000, -0.011970, 0.017593
1418, 14.180000, -0.011907, 0.017473
1419, 14.190000, -0.011845, 0.017353
1420, 14.200000, -0.011784, 0.017234
1421, 14.210000, -0.011722, 0.017116
1422, 14.220000, -0.011661, 0.016998
1423, 14.230000, -0.011600, 0.016881
1424, 14.240000, -0.011539, 0.016764
1425, 14.250000, -0.011479, 0.016648
1426, 14.260000, -0.011419, 0.016533
1427, 14.270000, -0.011360, 0.016418
1428, 14.280000, -0.011300, 0.016304
1429, 14.290000, -0.011241, 0.016190
1430, 14.300000, -0.011182, 0.016077
1431, 14.310000, -0.011124, 0.015965
1432, 14.320000, -0.011066, 0.015853
1433, 14.330000, -0.011008, 0.015742
1434, 14.340000, -0.010951, 0.015631
1435, 14.350000, -0.010893, 0.015521
1436, 14.360000, -0.010836, 0.015412
1437, 14.370000, -0.010780, 0.015303
1438, 14.380000, -0.010723, 0.015195
1439, 14.390000, -0.010667, 0.015087
1440, 14.400000, -0.010611, 0.014980
1441, 14.410000, -0.010556, 0.014873
1442, 14.420000, -0.010501, 0.014767
1443, 14.430000, -0.010446, 0.014661
1444, 14.440000, -0.010391, 0.014556
1445, 14.450000, -0.010337, 0.014452
1446, 14.460000, -0.010283, 0.014348
1447, 14.470000, -0.010229, 0.014245
1448, 14.480000, -0.010175, 0.014142
1449, 14.490000, -0.010122, 0.014040
1450, 14.500000, -0.010069, 0.013938
1451, 14.510000, -0.010016, 0.013837
1452, 14.520000, -0.009964, 0.013736
1453, 14.530000, -0.009912, 0.013636
1454, 14.540000, -0.009860, 0.013536
1455, 14.550000, -0.009808, 0.013437
1456, 14.560000, -0.009757, 0.013339
1457, 14.570000, -0.009705, 0.013241
1458, 14.580000, -0.009655, 0.013143
1459, 14.590000, -0.009604, 0.013046
1460, 14.600000, -0.009554, 0.012950
1461, 14.610000, -0.009503, 0.012854
1462, 14.620000, -0.009454, 0.012758
1463, 14.630000, -0.009404, 0.012663
1464, 14.640000, -0.009355, 0.012569
1465, 14.650000, -0.009306, 0.012475
1466, 14.660000, -0.009257, 0.012381
1467, 14.670000, -0.009208, 0.012288
1468, 14.680000, -0.009160, 0.012195
1469, 14.690000, -0.009112, 0.012103
1470, 14.700000, -0.009064, 0.012012
1471, 14.710000, -0.009016, 0.011921
1472, 14.720000, -0.008969, 0.011830
1473, 14.730000, -0.008922, 0.011740
1474, 14.740000, -0.008875, 0.011650
1475, 14.750000, -0.008829, 0.011561
1476, 14.760000, -0.008782, 0.011472
1477, 14.770000, -0.008736, 0.011384
1478, 14.780000, -0.008690, 0.011296
1479, 14.790000, -0.008644, 0.011209
1480, 14.800000, -0.008599, 0.011122
1481, 14.810000, -0.008554, 0.011036
1482, 14.820000, -0.008509, 0.010950
1483, 14.830000, -0.008464, 0.010864
1484, 14.840000, -0.008420, 0.010779
1485, 14.850000, -0.008375, 0.010695
1486, 14.860000, -0.008331, 0.010610
1487, 14.870000, -0.008288, 0.010527
1488, 14.880000, -0.008244, 0.010443
1489, 14.890000, -0.008201, 0.010360
1490, 14.900000, -0.008157, 0.010278
1491, 14.910000, -0.008114, 0.010196
1492, 14.920000, -0.008072, 0.010115
1493, 14.930000, -0.008029, 0.010033
1494, 14.940000, -0.007987, 0.009953
1495, 14.950000, -0.007945, 0.009872
1496, 14.960000, -0.007903, 0.009793
1497, 14.970000, -0.007862, 0.009713
1498, 14.980000, -0.007820, 0.009634
1499, 14.990000, -0.007779, 0.009556
1500, 15.000000, -0.007738, 0.009477
1501, 15.010000, -0.007697, 0.009400
1502, 15.020000, -0.007657, 0.009322
1503, 15.030000, -0.007616, 0.009245
1504, 15.040000, -0.007576, 0.009169
1505, 15.050000, -0.007536, 0.009093
1506, 15.060000, -0.007497, 0.009017
1507, 15.070000, -0.007457, 0.008942
1508, 15.080000, -0.007418, 0.008867
1509, 15.090000, -0.007379, 0.008792
1510, 15.100000, -0.007340, 0.008718
1511, 15.110000, -0.007301, 0.008644
1512, 15.120000, -0.007263, 0.008571
1513, 15.130000, -0.007224, 0.008498
1514, 15.140000, -0.007186, 0.008425
1515, 15.150000, -0.007148, 0.008353
1516, 15.160000, -0.007111, 0.008281
1517, 15.170000, -0.007073, 0.008210
1518, 15.180000, -0.007036, 0.008139
1519, 15.190000, -0.006999, 0.008068
1520, 15.200000, -0.006962, 0.007998
1521, 15.210000, -0.006925, 0.007928
1522, 15.220000, -0.006888, 0.007858
1523, 15.230000, -0.006852, 0.007789
1524, 15.240000, -0.006816, 0.007720
1525, 15.250000, -0.006780, 0.007651
1526, 15.260000, -0.006744, 0.007583
1527, 15.270000, -0.006708, 0.007515
1528, 15.280000, -0.006673, 0.007448
1529, 15.290000, -0.006638, 0.007381
1530, 15.300000, -0.006603, 0.007314
1531, 15.310000, -0.006568, 0.007248
1532, 15.320000, -0.006533, 0.007182
1533, 15.330000, -0.006498, 0.007116
1534, 15.340000, -0.006464, 0.007051
1535, 15.350000, -0.006430, 0.006986
1536, 15.360000, -0.006396, 0.006921
1537, 15.370000, -0.006362, 0.006857
1538, 15.380000, -0.006328, 0.006793
1539, 15.390000, -0.006295, 0.006730
1540, 15.400000, -0.006262, 0.006666
1541, 15.410000, -0.006228, 0.006603
1542, 15.420000, -0.006196, 0.006541
1543, 15.430000, -0.006163, 0.006478
1544, 15.440000, -0.006130, 0.006417
1545, 15.450000, -0.006098, 0.006355
1546, 15.460000, -0.006065, 0.006294
1547, 15.470000, -0.006033, 0.006233
1548, 15.480000, -0.006001, 0.006172
1549, 15.490000, -0.005970, 0.006112
1550, 15.500000, -0.005938, 0.006052
1551, 15.510000, -0.005907, 0.005992
1552, 15.520000, -0.005875, 0.005933
1553, 15.530000, -0.005844, 0.005874
1554, 15.540000, -0.005813, 0.005815
1555, 15.550000, -0.005782, 0.005757
1556, 15.560000, -0.005752, 0.005698
1557, 15.570000, -0.005721, 0.005641
1558, 15.580000, -0.005691, 0.005583
1559, 15.590000, -0.005661, 0.005526
1560, 15.600000, -0.005631, 0.005469
1561, 15.610000, -0.005601, 0.005412
1562, 15.620000, -0.005571, 0.005356
1563, 15.630000, -0.005542, 0.005300
1564, 15.640000, -0.005512, 0.005244
1565, 15.650000, -0.005483, 0.005189
1566, 15.660000, -0.005454, 0.005134
1567, 15.670000, -0.005425, 0.005079
1568, 15.680000, -0.005396, 0.005025
1569, 15.690000, -0.005368, 0.004970
1570, 15.700000, -0.005339, 0.004916
1571, 15.710000, -0.005311, 0.004863
1572, 15.720000, -0.005283, 0.004809
1573, 15.730000, -0.005255, 0.004756
1574, 15.740000, -0.005227, 0.004704
1575, 15.750000, -0.005199, 0.004651
1576, 15.760000, -0.005171, 0.004599
1577, 15.770000, -0.005144, 0.004547
1578, 15.780000, -0.005117, 0.004495
1579, 15.790000, -0.005089, 0.004444
1580, 15.800000, -0.005062, 0.004393
1581, 15.810000, -0.005035, 0.004342
1582, 15.820000, -0.005009, 0.004291
1583, 15.830000, -0.004982, 0.004241
1584, 15.840000, -0.004956, 0.004191
1585, 15.850000, -0.004929, 0.004141
1586, 15.860000, -0.004903, 0.004091
1587, 15.870000, -0.004877, 0.004042
1588, 15.880000, -0.004851, 0.003993
1589, 15.890000, -0.004825, 0.003944
1590, 15.900000, -0.004800, 0.003896
1591, 15.910000, -0.004774, 0.003848
1592, 15.920000, -0.004749, 0.003800
1593, 15.930000, -0.004723, 0.003752
1594, 15.940000, -0.004698, 0.003704
1595, 15.950000, -0.004673, 0.003657
1596, 15.960000, -0.004648, 0.003610
1597, 15.970000, -0.004624, 0.003563
1598, 15.980000, -0.004599, 0.003517
1599, 15.990000, -0.004575, 0.003471
1600, 16.000000, -0.004550, 0.003425
1601, 16.010000, -0.004526, 0.003379
1602, 16.020000, -0.004502, 0.003334
1603, 16.030000, -0.004478, 0.003288
1604, 16.040000, -0.004454, 0.003243
1605, 16.050000, -0.004430, 0.003199
1606, 16.060000, -0.004407, 0.003154
1607, 16.070000, -0.004383, 0.003110
1608, 16.080000, -0.004360, 0.003066
1609, 16.090000, -0.004337, 0.003022
1610, 16.100000, -0.004314, 0.002978
1611, 16.110000, -0.004291, 0.002935
1612, 16.120000, -0.004268, 0.002892
1613, 16.130000, -0.004245, 0.002849
1614, 16.140000, -0.004222, 0.002806
1615, 16.150000, -0.004200, 0.002764
1616, 16.160000, -0.004178, 0.002722
1617, 16.170000, -0.004155, 0.002680
1618, 16.180000, -0.004133, 0.002638
1619, 16.190000, -0.004111, 0.002596
1620, 16.200000, -0.004089, 0.002555
1621, 16.210000, -0.004067, 0.002514
1622, 16.220000, -0.004046, 0.002473
1623, 16.230000, -0.004024, 0.002432
1624, 16.240000, -0.004003, 0.002392
1625, 16.250000, -0.003981, 0.002352
1626, 16.260000, -0.003960, 0.002312
1627, 16.270000, -0.003939, 0.002272
1628, 16.280000, -0.003918, 0.002232
1629, 16.290000, -0.003897, 0.002193
1630, 16.300000, -0.003876, 0.002154
1631, 16.310000, -0.003855, 0.002115
1632, 16.320000, -0.003835, 0.002076
1633, 16.330000, -0.003814, 0.002038
1634, 16.340000, -0.003794, 0.001999
1635, 16.350000, -0.003774, 0.001961
1636, 16.360000, -0.003754, 0.001923
1637, 16.370000, -0.003734, 0.001885
1638, 16.380000, -0.003714, 0.001848
1639, 16.390000, -0.003694, 0.001811
1640, 16.400000, -0.003674, 0.001773
1641, 16.410000, -0.003654, 0.001737
1642, 16.420000, -0.003635, 0.001700
1643, 16.430000, -0.003615, 0.001663
1644, 16.440000, -0.003596, 0.001627
1645, 16.450000, -0.003577, 0.001591
1646, 16.460000, -0.003558, 0.001555
1647, 16.470000, -0.003539, 0.001519
1648, 16.480000, -0.003520, 0.001484
1649, 16.490000, -0.003501, 0.001448
1650, 16.500000, -0.003482, 0.001413
1651, 16.510000, -0.003464, 0.001378
1652, 16.520000, -0.003445, 0.001343
1653, 16.530000, -0.003427, 0.001309
1654, 16.540000, -0.003408, 0.001274
1655, 16.550000, -0.003390, 0.001240
1656, 16.560000, -0.003372, 0.001206
1657, 16.570000, -0.003354, 0.001172
1658, 16.580000, -0.003336, 0.001138
1659, 16.590000, -0.003318, 0.001105
1660, 16.600000, -0.003300, 0.001071
1661, 16.610000, -0.003283, 0.001038
1662, 16.620000, -0.003265, 0.001005
1663, 16.630000, -0.003248, 0.000972
1664, 16.640000, -0.003230, 0.000940
1665, 16.650000, -0.003213, 0.000907
1666, 16.660000, -0.003196, 0.000875
1667, 16.670000, -0.003179, 0.000843
1668, 16.680000, -0.003161, 0.000811
1669, 16.690000, -0.003145, 0.000779
1670, 16.700000, -0.003128, 0.000748
1671, 16.710000, -0.003111, 0.000716
1672, 16.720000, -0.003094, 0.000685
1673, 16.730000, -0.003078, 0.000654
1674, 16.740000, -0.003061, 0.000623
1675, 16.750000, -0.003045, 0.000592
1676, 16.760000, -0.003028, 0.000561
1677, 16.770000, -0.003012, 0.000531
1678, 16.780000, -0.002996, 0.000501
1679, 16.790000, -0.002980, 0.000471
1680, 16.800000, -0.002964, 0.000441
1681, 16.810000, -0.002948, 0.000411
1682, 16.820000, -0.002932, 0.000381
1683, 16.830000, -0.002917, 0.000352
1684, 16.840000, -0.002901, 0.000322
1685, 16.850000, -0.002885, 0.000293
1686, 16.860000, -0.002870, 0.000264
1687, 16.870000, -0.002854, 0.000235
1688, 16.880000, -0.002839, 0.000207
1689, 16.890000, -0.002824, 0.000178
1690, 16.900000, -0.002809, 0.000150
1691, 16.910000, -0.002794, 0.000122
1692, 16.920000, -0.002779, 0.000094
1693, 16.930000, -0.002764, 0.000066
1694, 16.940000, -0.002749, 0.000038
1695, 16.950000, -0.002734, 0.000010
1696, 16.960000, -0.002719, -0.000017
1697, 16.970000, -0.002705, -0.000045
1698, 16.980000, -0.002690, -0.000072
1699, 16.990000, -0.002676, -0.000099
1700, 17.000000, -0.002661, -0.000126
1701, 17.010000, -0.002647, -0.000152
1702, 17.020000, -0.002633, -0.000179
1703, 17.030000, -0.002619, -0.000206
1704, 17.040000, -0.002605, -0.000232
1705, 17.050000, -0.002591, -0.000258
1706, 17.060000, -0.002577, -0.000284
1707, 17.070000, -0.002563, -0.000310
1708, 17.080000, -0.002549, -0.000336
1709, 17.090000, -0.002535, -0.000361
1710, 17.100000, -0.002522, -0.000387
1711, 17.110000, -0.002508, -0.000412
1712, 17.120000, -0.002495, -0.000437
1713, 17.130000, -0.002481, -0.000462
1714, 17.140000, -0.002468, -0.000487
1715, 17.150000, -0.002455, -0.000512
1716, 17.160000, -0.002441, -0.000537
1717, 17.170000, -0.002428, -0.000561
1718, 17.180000, -0.002415, -0.000586
1719, 17.190000, -0.002402, -0.000610
1720, 17.200000, -0.002389, -0.000634
1721, 17.210000, -0.002376, -0.000658
1722, 17.220000, -0.002364, -0.000682
1723, 17.230000, -0.002351, -0.000706
1724, 17.240000, -0.002338, -0.000729
1725, 17.250000, -0.002326, -0.000753
1726, 17.260000, -0.002313, -0.000776
1727, 17.270000, -0.002301, -0.000800
1728, 17.280000, -0.002288, -0.000823
1729, 17.290000, -0.002276, -0.000846
1730, 17.300000, -0.002264, -0.000869
1731, 17.310000, -0.002251, -0.000891
1732, 17.320000, -0.002239, -0.000914
1733, 17.330000, -0.002227, -0.000936
1734, 17.340000, -0.002215, -0.000959
1735, 17.350000, -0.002203, -0.000981
1736, 17.360000, -0.002191, -0.001003
1737, 17.370000, -0.002180, -0.001025
1738, 17.380000, -0.002168, -0.001047
1739, 17.390000, -0.002156, -0.001069
1740, 17.400000, -0.002145, -0.001091
1741, 17.410000, -0.002133, -0.001112
1742, 17.420000, -0.002121, -0.001134
1743, 17.430000, -0.002110, -0.001155
1744, 17.440000, -0.002099, -0.001176
1745, 17.450000, -0.002087, -0.001197
1746, 17.460000, -0.002076, -0.001218
1747, 17.470000, -0.002065, -0.001239
1748, 17.480000, -0.002054, -0.001260
1749, 17.490000, -0.002043, -0.001280
1750, 17.500000, -0.002032, -0.001301
1751, 17.510000, -0.002021, -0.001321
1752, 17.520000, -0.002010, -0.001342
1753, 17.530000, -0.001999, -0.001362
1754, 17.540000, -0.001988, -0.001382
1755, 17.550000, -0.001977, -0.001402
1756, 17.560000, -0.001967, -0.001422
1757, 17.570000, -0.001956, -0.001442
1758, 17.580000, -0.001945, -0.001461
1759, 17.590000, -0.001935, -0.001481
1760, 17.600000, -0.001924, -0.001500
1761, 17.610000, -0.001914, -0.001520
1762, 17.620000, -0.001904, -0.001539
1763, 17.630000, -0.001893, -0.001558
1764, 17.640000, -0.001883, -0.001577
1765, 17.650000, -0.001873, -0.001596
1766, 17.660000, -0.001863, -0.001615
1767, 17.670000, -0.001853, -0.001633
1768, 17.680000, -0.001843, -0.001652
1769, 17.690000, -0.001833, -0.001671
1770, 17.700000, -0.001823, -0.001689
1771, 17.710000, -0.001813, -0.001707
1772, 17.720000, -0.001803, -0.001726
1773, 17.730000, -0.001794, -0.001744
1774, 17.740000, -0.001784, -0.001762
1775, 17.750000, -0.001774, -0.001780
1776, 17.760000, -0.001765, -0.001797
1777, 17.770000, -0.001755, -0.001815
1778, 17.780000, -0.001746, -0.001833
1779, 17.790000, -0.001736, -0.001850
1780, 17.800000, -0.001727, -0.001868
1781, 17.810000, -0.001717, -0.001885
1782, 17.820000, -0.001708, -0.001902
1783, 17.830000, -0.001699, -0.001920
1784, 17.840000, -0.001690, -0.001937
1785, 17.850000, -0.001680, -0.001954
1786, 17.860000, -0.001671, -0.001971
1787, 17.870000, -0.001662, -0.001987
1788, 17.880000, -0.001653, -0.002004
1789, 17.890000, -0.001644, -0.002021
1790, 17.900000, -0.001635, -0.002037
1791, 17.910000, -0.001627, -0.002054
1792, 17.920000, -0.001618, -0.002070
1793, 17.930000, -0.001609, -0.002086
1794, 17.940000, -0.001600, -0.002102
1795, 17.950000, -0.001592, -0.002119
1796, 17.960000, -0.001583, -0.002134
1797, 17.970000, -0.001574, -0.002150
1798, 17.980000, -0.001566, -0.002166
1799, 17.990000, -0.001557, -0.002182
1800, 18.000000, -0.001549, -0.002198
1801, 18.010000, -0.001541, -0.002213
1802, 18.020000, -0.001532, -0.002229
1803, 18.030000, -0.001524, -0.002244
1804, 18.040000, -0.001516, -0.002259
1805, 18.050000, -0.001507, -0.002275
1806, 18.060000, -0.001499, -0.002290
1807, 18.070000, -0.001491, -0.002305
1808, 18.080000, -0.001483, -0.002320
1809, 18.090000, -0.001475, -0.002335
1810, 18.100000, -0.001467, -0.002350
1811, 18.110000, -0.001459, -0.002364
1812, 18.120000, -0.001451, -0.002379
1813, 18.130000, -0.001443, -0.002394
1814, 18.140000, -0.001435, -0.002408
1815, 18.150000, -0.001428, -0.002422
1816, 18.160000, -0.001420, -0.002437
1817, 18.170000, -0.001412, -0.002451
1818, 18.180000, -0.001404, -0.002465
1819, 18.190000, -0.001397, -0.002479
1820, 18.200000, -0.001389, -0.002493
1821, 18.210000, -0.001382, -0.002507
1822, 18.220000, -0.001374, -0.002521
1823, 18.230000, -0.001367, -0.002535
1824, 18.240000, -0.001359, -0.002549
1825, 18.250000, -0.001352, -0.002562
1826, 18.260000, -0.001345, -0.002576
1827, 18.270000, -0.001337, -0.002590
1828, 18.280000, -0.001330, -0.002603
1829, 18.290000, -0.001323, -0.002616
1830, 18.300000, -0.001316, -0.002630
1831, 18.310000, -0.001308, -0.002643
1832, 18.320000, -0.001301, -0.002656
1833, 18.330000, -0.001294, -0.002669
1834, 18.340000, -0.001287, -0.002682
1835, 18.350000, -0.001280, -0.002695
1836, 18.360000, -0.001273, -0.002708
1837, 18.370000, -0.001266, -0.002721
1838, 18.380000, -0.001259, -0.002733
1839, 18.390000, -0.001253, -0.002746
1840, 18.400000, -0.001246, -0.002759
1841, 18.410000, -0.001239, -0.002771
1842, 18.420000, -0.001232, -0.002784
1843, 18.430000, -0.001226, -0.002796
1844, 18.440000, -0.001219, -0.002808
1845, 18.450000, -0.001212, -0.002821
1846, 18.460000, -0.001206, -0.002833
1847, 18.470000, -0.001199, -0.002845
1848, 18.480000, -0.001193, -0.002857
1849, 18.490000, -0.001186, -0.002869
1850, 18.500000, -0.001180, -0.002881
1851, 18.510000, -0.001173, -0.002893
1852, 18.520000, -0.001167, -0.002905
1853, 18.530000, -0.001160, -0.002916
1854, 18.540000, -0.001154, -0.002928
1855, 18.550000, -0.001148, -0.002939
1856, 18.560000, -0.001142, -0.002951
1857, 18.570000, -0.001135, -0.002963
