i, t, I, Q
956, 9.560000, 3.990989, 7.433733
957, 9.570000, 3.966194, 7.473842
958, 9.580000, 3.941264, 7.513703
959, 9.590000, 3.916202, 7.553312
960, 9.600000, 3.891007, 7.592670
961, 9.610000, 3.865682, 7.631775
962, 9.620000, 3.840226, 7.670625
963, 9.630000, 3.814641, 7.709219
964, 9.640000, 3.788927, 7.747556
965, 9.650000, 3.763085, 7.785635
966, 9.660000, 3.737116, 7.823454
967, 9.670000, 3.711021, 7.861012
968, 9.680000, 3.684801, 7.898308
969, 9.690000, 3.658457, 7.935340
970, 9.700000, 3.631989, 7.972108
971, 9.710000, 3.605398, 8.008609
972, 9.720000, 3.578686, 8.044843
973, 9.730000, 3.551854, 8.080809
974, 9.740000, 3.524901, 8.116505
975, 9.750000, 3.497829, 8.151931
976, 9.760000, 3.470639, 8.187084
977, 9.770000, 3.443333, 8.221964
978, 9.780000, 3.415909, 8.256569
979, 9.790000, 3.388371, 8.290899
980, 9.800000, 3.360718, 8.324952
981, 9.810000, 3.332951, 8.358727
982, 9.820000, 3.305072, 8.392224
983, 9.830000, 3.277081, 8.425440
984, 9.840000, 3.248980, 8.458374
985, 9.850000, 3.220769, 8.491026
986, 9.860000, 3.192449, 8.523395
987, 9.870000, 3.164021, 8.555479
988, 9.880000, 3.135486, 8.587278
989, 9.890000, 3.106845, 8.618789
990, 9.900000, 3.078099, 8.650013
991, 9.910000, 3.049249, 8.680948
992, 9.920000, 3.020296, 8.711593
993, 9.930000, 2.991240, 8.741947
994, 9.940000, 2.962084, 8.772009
995, 9.950000, 2.932827, 8.801778
996, 9.960000, 2.903471, 8.831253
997, 9.970000, 2.874017, 8.860433
998, 9.980000, 2.844466, 8.889317
999, 9.990000, 2.814818, 8.917903
1000, 10.000000, 2.785075, 8.946192
1001, 10.010000, 2.755238, 8.974182
1002, 10.020000, 2.725307, 9.001872
1003, 10.030000, 2.695284, 9.029262
1004, 10.040000, 2.665170, 9.056349
1005, 10.050000, 2.634965, 9.083134
1006, 10.060000, 2.604672, 9.109616
1007, 10.070000, 2.574289, 9.135793
1008, 10.080000, 2.543820, 9.161664
1009, 10.090000, 2.513265, 9.187230
1010, 10.100000, 2.482624, 9.212488
1011, 10.110000, 2.451899, 9.237438
1012, 10.120000, 2.421091, 9.262080
1013, 10.130000, 2.390201, 9.286412
1014, 10.140000, 2.359229, 9.310433
1015, 10.150000, 2.328178, 9.334144
1016, 10.160000, 2.297047, 9.357542
1017, 10.170000, 2.265839, 9.380627
1018, 10.180000, 2.234553, 9.403399
1019, 10.190000, 2.203192, 9.425856
1020, 10.200000, 2.171756, 9.447998
1021, 10.210000, 2.140246, 9.469824
1022, 10.220000, 2.108663, 9.491334
1023, 10.230000, 2.077009, 9.512526
1024, 10.240000, 2.045284, 9.533400
1025, 10.250000, 2.013489, 9.553955
1026, 10.260000, 1.981626, 9.574190
1027, 10.270000, 1.949695, 9.594106
1028, 10.280000, 1.917698, 9.613700
1029, 10.290000, 1.885636, 9.632973
1030, 10.300000, 1.853509, 9.651924
1031, 10.310000, 1.821319, 9.670552
1032, 10.320000, 1.789068, 9.688856
1033, 10.330000, 1.756755, 9.706836
1034, 10.340000, 1.724382, 9.724491
1035, 10.350000, 1.691950, 9.741821
1036, 10.360000, 1.659461, 9.758825
1037, 10.370000, 1.626915, 9.775503
1038, 10.380000, 1.594313, 9.791854
1039, 10.390000, 1.561657, 9.807876
1040, 10.400000, 1.528947, 9.823571
1041, 10.410000, 1.496185, 9.838937
1042, 10.420000, 1.463372, 9.853974
1043, 10.430000, 1.430509, 9.868680
1044, 10.440000, 1.397597, 9.883057
1045, 10.450000, 1.364637, 9.897103
1046, 10.460000, 1.331630, 9.910818
1047, 10.470000, 1.298577, 9.924200
1048, 10.480000, 1.265480, 9.937251
1049, 10.490000, 1.232339, 9.949969
1050, 10.500000, 1.199155, 9.962354
1051, 10.510000, 1.165931, 9.974406
1052, 10.520000, 1.132666, 9.986123
1053, 10.530000, 1.099362, 9.997507
1054, 10.540000, 1.066021, 10.008555
1055, 10.550000, 1.032642, 10.019269
1056, 10.560000, 0.999228, 10.029647
1057, 10.570000, 0.965779, 10.039689
1058, 10.580000, 0.932297, 10.049395
1059, 10.590000, 0.898782, 10.058765
1060, 10.600000, 0.865236, 10.067797
1061, 10.610000, 0.831660, 10.076493
1062, 10.620000, 0.798055, 10.084851
1063, 10.630000, 0.764423, 10.092872
1064, 10.640000, 0.730763, 10.100554
1065, 10.650000, 0.697078, 10.107898
1066, 10.660000, 0.663368, 10.114904
1067, 10.670000, 0.629635, 10.121571
1068, 10.680000, 0.595880, 10.127899
1069, 10.690000, 0.562104, 10.133887
1070, 10.700000, 0.528307, 10.139536
1071, 10.710000, 0.494492, 10.144846
1072, 10.720000, 0.460659, 10.149816
1073, 10.730000, 0.426810, 10.154445
1074, 10.740000, 0.392945, 10.158735
1075, 10.750000, 0.359066, 10.162684
1076, 10.760000, 0.325174, 10.166292
1077, 10.770000, 0.291269, 10.169560
1078, 10.780000, 0.257354, 10.172488
1079, 10.790000, 0.223429, 10.175074
1080, 10.800000, 0.189496, 10.177319
1081, 10.810000, 0.155555, 10.179224
1082, 10.820000, 0.121607, 10.180787
1083, 10.830000, 0.087655, 10.182009
1084, 10.840000, 0.053698, 10.182890
1085, 10.850000, 0.019738, 10.183430
1086, 10.860000, -0.014223, 10.183628
1087, 10.870000, -0.048185, 10.183485
1088, 10.880000, -0.082147, 10.183001
1089, 10.890000, -0.116107, 10.182176
1090, 10.900000, -0.150064, 10.181009
1091, 10.910000, -0.184017, 10.179501
1092, 10.920000, -0.217966, 10.177651
1093, 10.930000, -0.251908, 10.175461
1094, 10.940000, -0.285843, 10.172929
1095, 10.950000, -0.319769, 10.170056
1096, 10.960000, -0.353686, 10.166842
1097, 10.970000, -0.387592, 10.163288
1098, 10.980000, -0.421487, 10.159393
1099, 10.990000, -0.455368, 10.155157
1100, 11.000000, -0.489235, 10.150580
1101, 11.010000, -0.523087, 10.145663
1102, 11.020000, -0.556923, 10.140406
1103, 11.030000, -0.590741, 10.134809
1104, 11.040000, -0.624540, 10.128872
1105, 11.050000, -0.658319, 10.122596
1106, 11.060000, -0.692078, 10.115980
1107, 11.070000, -0.725815, 10.109024
1108, 11.080000, -0.759528, 10.101730
1109, 11.090000, -0.793217, 10.094097
1110, 11.100000, -0.826881, 10.086125
1111, 11.110000, -0.860518, 10.077815
1112, 11.120000, -0.894127, 10.069166
1113, 11.130000, -0.927708, 10.060180
1114, 11.140000, -0.961259, 10.050857
1115, 11.150000, -0.994778, 10.041196
1116, 11.160000, -1.028265, 10.031199
1117, 11.170000, -1.061719, 10.020865
1118, 11.180000, -1.095139, 10.010194
1119, 11.190000, -1.128523, 9.999188
1120, 11.200000, -1.161870, 9.987847
1121, 11.210000, -1.195180, 9.976170
1122, 11.220000, -1.228450, 9.964158
1123, 11.230000, -1.261681, 9.951812
1124, 11.240000, -1.294870, 9.939132
1125, 11.250000, -1.328017, 9.926119
1126, 11.260000, -1.361121, 9.912772
1127, 11.270000, -1.394180, 9.899093
1128, 11.280000, -1.427194, 9.885082
1129, 11.290000, -1.460161, 9.870738
1130, 11.300000, -1.493080, 9.856064
1131, 11.310000, -1.525950, 9.841058
1132, 11.320000, -1.558770, 9.825723
1133, 11.330000, -1.591539, 9.810057
1134, 11.340000, -1.624256, 9.794062
1135, 11.350000, -1.656920, 9.777738
1136, 11.360000, -1.689529, 9.761086
1137, 11.370000, -1.722083, 9.744106
1138, 11.380000, -1.754580, 9.726799
1139, 11.390000, -1.787019, 9.709166
1140, 11.400000, -1.819399, 9.691206
1141, 11.410000, -1.851720, 9.672921
1142, 11.420000, -1.883980, 9.654312
1143, 11.430000, -1.916178, 9.635378
1144, 11.440000, -1.948312, 9.616120
1145, 11.450000, -1.980383, 9.596539
1146, 11.460000, -2.012388, 9.576637
1147, 11.470000, -2.044327, 9.556412
1148, 11.480000, -2.076198, 9.535867
1149, 11.490000, -2.108001, 9.515001
1150, 11.500000, -2.139734, 9.493815
1151, 11.510000, -2.171397, 9.472311
1152, 11.520000, -2.202988, 9.450489
1153, 11.530000, -2.234506, 9.428349
1154, 11.540000, -2.265951, 9.405892
1155, 11.550000, -2.297320, 9.383119
1156, 11.560000, -2.328614, 9.360031
1157, 11.570000, -2.359831, 9.336628
1158, 11.580000, -2.390970, 9.312912
1159, 11.590000, -2.422029, 9.288883
1160, 11.600000, -2.453009, 9.264541
1161, 11.610000, -2.483907, 9.239889
1162, 11.620000, -2.514724, 9.214925
1163, 11.630000, -2.545457, 9.189652
1164, 11.640000, -2.576106, 9.164071
1165, 11.650000, -2.606669, 9.138181
1166, 11.660000, -2.637146, 9.111984
1167, 11.670000, -2.667536, 9.085480
1168, 11.680000, -2.697838, 9.058672
1169, 11.690000, -2.728050, 9.031558
1170, 11.700000, -2.758172, 9.004141
1171, 11.710000, -2.788203, 8.976422
1172, 11.720000, -2.818141, 8.948400
1173, 11.730000, -2.847985, 8.920078
1174, 11.740000, -2.877736, 8.891456
1175, 11.750000, -2.907390, 8.862535
1176, 11.760000, -2.936949, 8.833315
1177, 11.770000, -2.966410, 8.803799
1178, 11.780000, -2.995773, 8.773987
1179, 11.790000, -3.025036, 8.743879
1180, 11.800000, -3.054199, 8.713477
1181, 11.810000, -3.083260, 8.682783
1182, 11.820000, -3.112220, 8.651796
1183, 11.830000, -3.141076, 8.620518
1184, 11.840000, -3.169827, 8.588950
1185, 11.850000, -3.198474, 8.557094
1186, 11.860000, -3.227014, 8.524949
1187, 11.870000, -3.255447, 8.492517
1188, 11.880000, -3.283772, 8.459800
1189, 11.890000, -3.311988, 8.426798
1190, 11.900000, -3.340094, 8.393513
1191, 11.910000, -3.368089, 8.359945
1192, 11.920000, -3.395973, 8.326095
1193, 11.930000, -3.423743, 8.291966
1194, 11.940000, -3.451399, 8.257557
1195, 11.950000, -3.478941, 8.222871
1196, 11.960000, -3.506368, 8.187907
1197, 11.970000, -3.533677, 8.152668
1198, 11.980000, -3.560869, 8.117155
1199, 11.990000, -3.587943, 8.081368
1200, 12.000000, -3.614898, 8.045309
1201, 12.010000, -3.641732, 8.008980
1202, 12.020000, -3.668445, 7.972380
1203, 12.030000, -3.695037, 7.935512
1204, 12.040000, -3.721505, 7.898377
1205, 12.050000, -3.747850, 7.860976
1206, 12.060000, -3.774070, 7.823310
1207, 12.070000, -3.800164, 7.785381
1208, 12.080000, -3.826132, 7.747189
1209, 12.090000, -3.851973, 7.708737
1210, 12.100000, -3.877685, 7.670024
1211, 12.110000, -3.903268, 7.631054
1212, 12.120000, -3.928722, 7.591826
1213, 12.130000, -3.954045, 7.552342
1214, 12.140000, -3.979236, 7.512604
1215, 12.150000, -4.004295, 7.472613
1216, 12.160000, -4.029220, 7.432369
1217, 12.170000, -4.054011, 7.391876
1218, 12.180000, -4.078667, 7.351133
1219, 12.190000, -4.103188, 7.310142
1220, 12.200000, -4.127572, 7.268905
1221, 12.210000, -4.151818, 7.227423
1222, 12.220000, -4.175926, 7.185697
1223, 12.230000, -4.199895, 7.143729
1224, 12.240000, -4.223724, 7.101520
1225, 12.250000, -4.247413, 7.059072
1226, 12.260000, -4.270959, 7.016385
1227, 12.270000, -4.294364, 6.973462
1228, 12.280000, -4.317626, 6.930304
1229, 12.290000, -4.340743, 6.886912
1230, 12.300000, -4.363716, 6.843287
1231, 12.310000, -4.386544, 6.799432
1232, 12.320000, -4.409225, 6.755347
1233, 12.330000, -4.431760, 6.711035
1234, 12.340000, -4.454147, 6.666495
1235, 12.350000, -4.476385, 6.621731
1236, 12.360000, -4.498474, 6.576744
1237, 12.370000, -4.520413, 6.531534
1238, 12.380000, -4.542202, 6.486104
1239, 12.390000, -4.563839, 6.440455
1240, 12.400000, -4.585324, 6.394588
1241, 12.410000, -4.606656, 6.348506
1242, 12.420000, -4.627834, 6.302209
1243, 12.430000, -4.648858, 6.255699
1244, 12.440000, -4.669727, 6.208978
1245, 12.450000, -4.690440, 6.162047
1246, 12.460000, -4.710997, 6.114908
1247, 12.470000, -4.731397, 6.067563
1248, 12.480000, -4.751639, 6.020012
1249, 12.490000, -4.771722, 5.972258
1250, 12.500000, -4.791646, 5.924302
1251, 12.510000, -4.811410, 5.876146
1252, 12.520000, -4.831014, 5.827792
1253, 12.530000, -4.850457, 5.779240
1254, 12.540000, -4.869738, 5.730493
1255, 12.550000, -4.888856, 5.681552
1256, 12.560000, -4.907811, 5.632419
1257, 12.570000, -4.926603, 5.583095
1258, 12.580000, -4.945230, 5.533583
1259, 12.590000, -4.963692, 5.483884
1260, 12.600000, -4.981988, 5.433998
1261, 12.610000, -5.000118, 5.383929
1262, 12.620000, -5.018081, 5.333678
1263, 12.630000, -5.035876, 5.283247
1264, 12.640000, -5.053504, 5.232636
1265, 12.650000, -5.070963, 5.181848
1266, 12.660000, -5.088252, 5.130885
1267, 12.670000, -5.105372, 5.079748
1268, 12.680000, -5.122321, 5.028439
1269, 12.690000, -5.139099, 4.976960
1270, 12.700000, -5.155706, 4.925312
1271, 12.710000, -5.172140, 4.873497
1272, 12.720000, -5.188402, 4.821517
1273, 12.730000, -5.204490, 4.769374
1274, 12.740000, -5.220405, 4.717069
1275, 12.750000, -5.236145, 4.664603
1276, 12.760000, -5.251710, 4.611980
1277, 12.770000, -5.267100, 4.559201
1278, 12.780000, -5.282314, 4.506266
1279, 12.790000, -5.297352, 4.453179
1280, 12.800000, -5.312212, 4.399941
1281, 12.810000, -5.326895, 4.346553
1282, 12.820000, -5.341401, 4.293017
1283, 12.830000, -5.355727, 4.239336
1284, 12.840000, -5.369875, 4.185511
1285, 12.850000, -5.383844, 4.131544
1286, 12.860000, -5.397632, 4.077436
1287, 12.870000, -5.411240, 4.023190
1288, 12.880000, -5.424667, 3.968807
1289, 12.890000, -5.437913, 3.914289
1290, 12.900000, -5.450978, 3.859638
1291, 12.910000, -5.463860, 3.804856
1292, 12.920000, -5.476559, 3.749944
1293, 12.930000, -5.489076, 3.694905
1294, 12.940000, -5.501409, 3.639740
1295, 12.950000, -5.513558, 3.584450
1296, 12.960000, -5.525523, 3.529039
1297, 12.970000, -5.537303, 3.473508
1298, 12.980000, -5.548898, 3.417858
1299, 12.990000, -5.560308, 3.362091
1300, 13.000000, -5.571531, 3.306210
1301, 13.010000, -5.582569, 3.250216
1302, 13.020000, -5.593419, 3.194112
1303, 13.030000, -5.604083, 3.137898
1304, 13.040000, -5.614559, 3.081577
1305, 13.050000, -5.624848, 3.025150
1306, 13.060000, -5.634948, 2.968621
1307, 13.070000, -5.644860, 2.911989
1308, 13.080000, -5.654584, 2.855259
1309, 13.090000, -5.664118, 2.798430
1310, 13.100000, -5.673463, 2.741506
1311, 13.110000, -5.682618, 2.684487
1312, 13.120000, -5.691583, 2.627377
1313, 13.130000, -5.700357, 2.570177
1314, 13.140000, -5.708941, 2.512888
1315, 13.150000, -5.717334, 2.455513
1316, 13.160000, -5.725536, 2.398054
1317, 13.170000, -5.733546, 2.340512
1318, 13.180000, -5.741364, 2.282890
1319, 13.190000, -5.748991, 2.225189
1320, 13.200000, -5.756425, 2.167412
1321, 13.210000, -5.763666, 2.109560
1322, 13.220000, -5.770715, 2.051635
1323, 13.230000, -5.777570, 1.993639
1324, 13.240000, -5.784232, 1.935575
1325, 13.250000, -5.790701, 1.877443
1326, 13.260000, -5.796976, 1.819247
1327, 13.270000, -5.803056, 1.760987
1328, 13.280000, -5.808943, 1.702667
1329, 13.290000, -5.814635, 1.644287
1330, 13.300000, -5.820133, 1.585850
1331, 13.310000, -5.825436, 1.527357
1332, 13.320000, -5.830544, 1.468812
1333, 13.330000, -5.835456, 1.410215
1334, 13.340000, -5.840174, 1.351568
1335, 13.350000, -5.844696, 1.292875
1336, 13.360000, -5.849022, 1.234135
1337, 13.370000, -5.853152, 1.175353
1338, 13.380000, -5.857087, 1.116529
1339, 13.390000, -5.860825, 1.057665
1340, 13.400000, -5.864367, 0.998763
1341, 13.410000, -5.867713, 0.939827
1342, 13.420000, -5.870863, 0.880856
1343, 13.430000, -5.873816, 0.821854
1344, 13.440000, -5.876572, 0.762822
1345, 13.450000, -5.879131, 0.703763
1346, 13.460000, -5.881494, 0.644677
1347, 13.470000, -5.883659, 0.585568
1348, 13.480000, -5.885628, 0.526437
1349, 13.490000, -5.887399, 0.467287
1350, 13.500000, -5.888974, 0.408119
1351, 13.510000, -5.890351, 0.348934
1352, 13.520000, -5.891530, 0.289736
1353, 13.530000, -5.892513, 0.230526
1354, 13.540000, -5.893298, 0.171307
1355, 13.550000, -5.893886, 0.112079
1356, 13.560000, -5.894276, 0.052846
1357, 13.570000, -5.894469, -0.006392
1358, 13.580000, -5.894464, -0.065631
1359, 13.590000, -5.894262, -0.124871
1360, 13.600000, -5.893862, -0.184108
1361, 13.610000, -5.893265, -0.243341
1362, 13.620000, -5.892471, -0.302569
1363, 13.630000, -5.891479, -0.361788
1364, 13.640000, -5.890290, -0.420997
1365, 13.650000, -5.888903, -0.480195
1366, 13.660000, -5.887319, -0.539378
1367, 13.670000, -5.885538, -0.598546
1368, 13.680000, -5.883559, -0.657696
1369, 13.690000, -5.881384, -0.716825
1370, 13.700000, -5.879011, -0.775933
1371, 13.710000, -5.876441, -0.835017
1372, 13.720000, -5.873674, -0.894075
1373, 13.730000, -5.870711, -0.953106
1374, 13.740000, -5.867551, -1.012107
1375, 13.750000, -5.864194, -1.071075
1376, 13.760000, -5.860640, -1.130011
1377, 13.770000, -5.856890, -1.188910
1378, 13.780000, -5.852944, -1.247772
1379, 13.790000, -5.848801, -1.306594
1380, 13.800000, -5.844462, -1.365374
1381, 13.810000, -5.839928, -1.424111
1382, 13.820000, -5.835197, -1.482802
1383, 13.830000, -5.830271, -1.541446
1384, 13.840000, -5.825150, -1.600040
1385, 13.850000, -5.819833, -1.658583
1386, 13.860000, -5.814321, -1.717072
1387, 13.870000, -5.808614, -1.775506
1388, 13.880000, -5.802713, -1.833883
1389, 13.890000, -5.796616, -1.892200
1390, 13.900000, -5.790326, -1.950456
1391, 13.910000, -5.783841, -2.008649
1392, 13.920000, -5.777162, -2.066777
1393, 13.930000, -5.770289, -2.124837
1394, 13.940000, -5.763223, -2.182828
1395, 13.950000, -5.755964, -2.240749
1396, 13.960000, -5.748511, -2.298596
1397, 13.970000, -5.740866, -2.356369
1398, 13.980000, -5.733028, -2.414065
1399, 13.990000, -5.724998, -2.471681
1400, 14.000000, -5.716776, -2.529218
1401, 14.010000, -5.708361, -2.586671
1402, 14.020000, -5.699756, -2.644040
1403, 14.030000, -5.690959, -2.701323
1404, 14.040000, -5.681971, -2.758517
1405, 14.050000, -5.672793, -2.815621
1406, 14.060000, -5.663424, -2.872632
1407, 14.070000, -5.653865, -2.929550
1408, 14.080000, -5.644117, -2.986371
1409, 14.090000, -5.634179, -3.043095
1410, 14.100000, -5.624052, -3.099718
1411, 14.110000, -5.613736, -3.156240
1412, 14.120000, -5.603232, -3.212658
1413, 14.130000, -5.592540, -3.268970
1414, 14.140000, -5.581660, -3.325175
1415, 14.150000, -5.570593, -3.381271
1416, 14.160000, -5.559339, -3.437255
1417, 14.170000, -5.547898, -3.493127
1418, 14.180000, -5.536271, -3.548883
1419, 14.190000, -5.524458, -3.604523
1420, 14.200000, -5.512459, -3.660043
1421, 14.210000, -5.500276, -3.715444
1422, 14.220000, -5.487908, -3.770721
1423, 14.230000, -5.475355, -3.825875
1424, 14.240000, -5.462619, -3.880902
1425, 14.250000, -5.449699, -3.935802
1426, 14.260000, -5.436597, -3.990571
1427, 14.270000, -5.423311, -4.045209
1428, 14.280000, -5.409844, -4.099713
1429, 14.290000, -5.396195, -4.154082
1430, 14.300000, -5.382365, -4.208314
1431, 14.310000, -5.368354, -4.262407
1432, 14.320000, -5.354162, -4.316359
1433, 14.330000, -5.339791, -4.370168
1434, 14.340000, -5.325241, -4.423833
1435, 14.350000, -5.310511, -4.477351
1436, 14.360000, -5.295603, -4.530722
1437, 14.370000, -5.280518, -4.583943
1438, 14.380000, -5.265254, -4.637012
1439, 14.390000, -5.249814, -4.689928
1440, 14.400000, -5.234198, -4.742689
1441, 14.410000, -5.218406, -4.795292
1442, 14.420000, -5.202438, -4.847737
1443, 14.430000, -5.186296, -4.900022
1444, 14.440000, -5.169979, -4.952144
1445, 14.450000, -5.153488, -5.004102
1446, 14.460000, -5.136825, -5.055895
1447, 14.470000, -5.119988, -5.107520
1448, 14.480000, -5.102980, -5.158976
1449, 14.490000, -5.085800, -5.210261
1450, 14.500000, -5.068449, -5.261373
1451, 14.510000, -5.050928, -5.312311
1452, 14.520000, -5.033237, -5.363073
1453, 14.530000, -5.015377, -5.413657
1454, 14.540000, -4.997348, -5.464061
1455, 14.550000, -4.979151, -5.514285
1456, 14.560000, -4.960787, -5.564325
1457, 14.570000, -4.942256, -5.614181
1458, 14.580000, -4.923558, -5.663851
1459, 14.590000, -4.904696, -5.713333
1460, 14.600000, -4.885668, -5.762625
1461, 14.610000, -4.866476, -5.811726
1462, 14.620000, -4.847120, -5.860634
1463, 14.630000, -4.827601, -5.909347
1464, 14.640000, -4.807920, -5.957865
1465, 14.650000, -4.788077, -6.006184
1466, 14.660000, -4.768073, -6.054304
1467, 14.670000, -4.747909, -6.102224
1468, 14.680000, -4.727585, -6.149940
1469, 14.690000, -4.707102, -6.197452
1470, 14.700000, -4.686460, -6.244759
1471, 14.710000, -4.665661, -6.291858
1472, 14.720000, -4.644705, -6.338748
1473, 14.730000, -4.623592, -6.385427
1474, 14.740000, -4.602324, -6.431894
1475, 14.750000, -4.580901, -6.478147
1476, 14.760000, -4.559324, -6.524185
1477, 14.770000, -4.537593, -6.570007
1478, 14.780000, -4.515710, -6.615609
1479, 14.790000, -4.493675, -6.660992
1480, 14.800000, -4.471488, -6.706154
1481, 14.810000, -4.449151, -6.751092
1482, 14.820000, -4.426664, -6.795806
1483, 14.830000, -4.404028, -6.840294
1484, 14.840000, -4.381243, -6.884555
1485, 14.850000, -4.358312, -6.928586
1486, 14.860000, -4.335233, -6.972387
1487, 14.870000, -4.312008, -7.015956
1488, 14.880000, -4.288639, -7.059292
1489, 14.890000, -4.265124, -7.102393
1490, 14.900000, -4.241466, -7.145257
1491, 14.910000, -4.217665, -7.187884
1492, 14.920000, -4.193722, -7.230271
1493, 14.930000, -4.169638, -7.272418
1494, 14.940000, -4.145413, -7.314323
1495, 14.950000, -4.121049, -7.355985
1496, 14.960000, -4.096546, -7.397401
1497, 14.970000, -4.071904, -7.438571
1498, 14.980000, -4.047126, -7.479494
1499, 14.990000, -4.022211, -7.520168
1500, 15.000000, -3.997160, -7.560591
1501, 15.010000, -3.971975, -7.600762
1502, 15.020000, -3.946656, -7.640681
1503, 15.030000, -3.921204, -7.680345
1504, 15.040000, -3.895619, -7.719753
1505, 15.050000, -3.869903, -7.758904
1506, 15.060000, -3.844057, -7.797796
1507, 15.070000, -3.818081, -7.836429
1508, 15.080000, -3.791976, -7.874801
1509, 15.090000, -3.765743, -7.912910
1510, 15.100000, -3.739384, -7.950756
1511, 15.110000, -3.712898, -7.988337
1512, 15.120000, -3.686287, -8.025651
1513, 15.130000, -3.659551, -8.062698
1514, 15.140000, -3.632692, -8.099477
1515, 15.150000, -3.605711, -8.135985
1516, 15.160000, -3.578607, -8.172223
1517, 15.170000, -3.551383, -8.208188
1518, 15.180000, -3.524039, -8.243879
1519, 15.190000, -3.496576, -8.279296
1520, 15.200000, -3.468995, -8.314436
1521, 15.210000, -3.441297, -8.349300
1522, 15.220000, -3.413483, -8.383885
1523, 15.230000, -3.385553, -8.418190
1524, 15.240000, -3.357509, -8.452215
1525, 15.250000, -3.329352, -8.485958
1526, 15.260000, -3.301082, -8.519418
1527, 15.270000, -3.272701, -8.552594
1528, 15.280000, -3.244209, -8.585485
1529, 15.290000, -3.215607, -8.618089
1530, 15.300000, -3.186897, -8.650406
1531, 15.310000, -3.158079, -8.682434
1532, 15.320000, -3.129154, -8.714173
1533, 15.330000, -3.100124, -8.745621
1534, 15.340000, -3.070988, -8.776777
1535, 15.350000, -3.041749, -8.807640
1536, 15.360000, -3.012407, -8.838210
1537, 15.370000, -2.982963, -8.868485
1538, 15.380000, -2.953418, -8.898464
1539, 15.390000, -2.923773, -8.928145
1540, 15.400000, -2.894029, -8.957529
1541, 15.410000, -2.864187, -8.986614
1542, 15.420000, -2.834249, -9.015399
1543, 15.430000, -2.804214, -9.043884
1544, 15.440000, -2.774084, -9.072066
1545, 15.450000, -2.743861, -9.099945
1546, 15.460000, -2.713544, -9.127521
1547, 15.470000, -2.683136, -9.154792
1548, 15.480000, -2.652637, -9.181758
1549, 15.490000, -2.622047, -9.208417
1550, 15.500000, -2.591369, -9.234768
1551, 15.510000, -2.560603, -9.260812
1552, 15.520000, -2.529751, -9.286546
1553, 15.530000, -2.498812, -9.311970
1554, 15.540000, -2.467789, -9.337083
1555, 15.550000, -2.436682, -9.361884
1556, 15.560000, -2.405492, -9.386373
1557, 15.570000, -2.374221, -9.410548
1558, 15.580000, -2.342869, -9.434409
1559, 15.590000, -2.311438, -9.457955
1560, 15.600000, -2.279928, -9.481185
1561, 15.610000, -2.248341, -9.504098
1562, 15.620000, -2.216677, -9.526694
1563, 15.630000, -2.184938, -9.548971
1564, 15.640000, -2.153125, -9.570930
1565, 15.650000, -2.121239, -9.592569
1566, 15.660000, -2.089280, -9.613887
1567, 15.670000, -2.057250, -9.634885
1568, 15.680000, -2.025151, -9.655560
1569, 15.690000, -1.992982, -9.675913
1570, 15.700000, -1.960746, -9.695942
1571, 15.710000, -1.928443, -9.715648
1572, 15.720000, -1.896074, -9.735029
1573, 15.730000, -1.863640, -9.754084
1574, 15.740000, -1.831144, -9.772814
1575, 15.750000, -1.798584, -9.791217
1576, 15.760000, -1.765963, -9.809292
1577, 15.770000, -1.733282, -9.827040
1578, 15.780000, -1.700542, -9.844460
1579, 15.790000, -1.667744, -9.861550
1580, 15.800000, -1.634889, -9.878311
1581, 15.810000, -1.601978, -9.894742
1582, 15.820000, -1.569012, -9.910842
1583, 15.830000, -1.535993, -9.926610
1584, 15.840000, -1.502921, -9.942047
1585, 15.850000, -1.469797, -9.957151
1586, 15.860000, -1.436623, -9.971923
1587, 15.870000, -1.403400, -9.986361
1588, 15.880000, -1.370129, -10.000465
1589, 15.890000, -1.336811, -10.014235
1590, 15.900000, -1.303447, -10.027670
1591, 15.910000, -1.270038, -10.040769
1592, 15.920000, -1.236585, -10.053533
1593, 15.930000, -1.203090, -10.065961
1594, 15.940000, -1.169554, -10.078052
1595, 15.950000, -1.135977, -10.089806
1596, 15.960000, -1.102361, -10.101223
1597, 15.970000, -1.068707, -10.112301
1598, 15.980000, -1.035016, -10.123042
1599, 15.990000, -1.001289, -10.133444
1600, 16.000000, -0.967527, -10.143507
1601, 16.010000, -0.933732, -10.153230
1602, 16.020000, -0.899905, -10.162614
1603, 16.030000, -0.866046, -10.171658
1604, 16.040000, -0.832157, -10.180362
1605, 16.050000, -0.798239, -10.188725
1606, 16.060000, -0.764294, -10.196748
1607, 16.070000, -0.730321, -10.204429
1608, 16.080000, -0.696323, -10.211769
1609, 16.090000, -0.662300, -10.218767
1610, 16.100000, -0.628255, -10.225423
1611, 16.110000, -0.594187, -10.231737
1612, 16.120000, -0.560097, -10.237708
1613, 16.130000, -0.525988, -10.243337
1614, 16.140000, -0.491861, -10.248623
1615, 16.150000, -0.457715, -10.253567
1616, 16.160000, -0.423553, -10.258167
1617, 16.170000, -0.389376, -10.262423
1618, 16.180000, -0.355185, -10.266337
1619, 16.190000, -0.320980, -10.269906
1620, 16.200000, -0.286764, -10.273132
1621, 16.210000, -0.252537, -10.276014
1622, 16.220000, -0.218300, -10.278552
1623, 16.230000, -0.184055, -10.280746
